Customer ID,PL_P,CC_P,HL_P,SA_P,RD_P,MF_P,Month period
CUST1008256,0.081,0.1786,0.3615,0.1777,0.2504,0.1461,2026-06
CUST1008257,0.1948,0.178,0.1737,0.2505,0.4982,0.2312,2026-06
CUST1008258,0.333,0.2902,0.2969,0.2089,0.3641,0.5106000000000001,2026-06
CUST1008259,0.1873,0.4511,0.3408,0.2684,0.4024,0.6785,2026-06
CUST1008260,0.4995,0.4202,0.3676,0.0883,0.303,0.5482,2026-06
CUST1008261,0.4798,0.3744,0.0946,0.1951,0.3258,0.0506,2026-06
CUST1008262,0.5079,0.7262,0.3098,0.0833,0.0634,0.3903,2026-06
CUST1008263,0.5994,0.2838,0.2612,0.2077,0.2424,0.3255,2026-06
CUST1008264,0.2908,0.4349,0.2196,0.4162,0.4646,0.4277,2026-06
CUST1008265,0.1132,0.4679,0.3096,0.2677,0.3419,0.403,2026-06
CUST1008266,0.3072,0.5525,0.1377,0.2581,0.2753,0.3836,2026-06
CUST1008267,0.4787,0.4776,0.0205,0.2316,0.1653,0.2201,2026-06
CUST1008268,0.336,0.5511,0.3568,0.0906,0.4173,0.661,2026-06
CUST1008269,0.4123,0.7463,0.4499,0.2085,0.3729,0.3504,2026-06
CUST1008270,0.3627,0.4396,0.4454,0.2041,0.3993,0.3425,2026-06
CUST1008271,0.4082,0.4308,0.405,0.0512,0.2236,0.3446,2026-06
CUST1008272,0.4143,0.2288,0.3218,0.07049999999999999,0.583,0.2343,2026-06
CUST1008273,0.3795,0.3714,0.1891,0.2908,0.3515,0.2993,2026-06
CUST1008274,0.1705,0.2187,0.01,0.1303,0.2812,0.0786,2026-06
CUST1008275,0.4918,0.6298,0.2201,0.2099,0.2917,0.2439,2026-06
CUST1008276,0.3227,0.4524,0.4194,0.1682,0.3184,0.3381,2026-06
CUST1008277,0.282,0.3948,0.2341,0.2828,0.0626,0.0537,2026-06
CUST1008278,0.2883,0.2551,0.07820000000000001,0.6870000000000001,0.2222,0.3389,2026-06
CUST1008279,0.3131,0.381,0.204,0.2086,0.1766,0.1608,2026-06
CUST1008280,0.1434,0.1901,0.153,0.0224,0.1598,0.0387,2026-06
CUST1008281,0.3778,0.4418,0.3799,0.2559,0.2744,0.433,2026-06
CUST1008282,0.3216,0.5525,0.4818,0.08409999999999999,0.3304,0.2776,2026-06
CUST1008283,0.1483,0.3086,0.3218,0.2196,0.1786,0.0862,2026-06
CUST1008284,0.4747,0.5179,0.4777,0.1422,0.3514,0.4592,2026-06
CUST1008285,0.437,0.3267,0.0959,0.1428,0.1453,0.1392,2026-06
CUST1008286,0.3166,0.4446,0.2674,0.3681,0.3974,0.2205,2026-06
CUST1008287,0.3505,0.6092,0.5338000000000001,0.1897,0.5895,0.4511,2026-06
CUST1008288,0.5705,0.4622,0.4513,0.1041,0.1541,0.3658,2026-06
CUST1008289,0.3477,0.1952,0.2138,0.5935,0.2259,0.246,2026-06
CUST1008290,0.3766,0.2407,0.457,0.1951,0.4371,0.553,2026-06
CUST1008291,0.167,0.0157,0.1604,0.505,0.1247,0.08550000000000001,2026-06
CUST1008292,0.3267,0.2013,0.01,0.0553,0.5117,0.2495,2026-06
CUST1008293,0.3681,0.4325,0.4633,0.08599999999999999,0.4449,0.2852,2026-06
CUST1008294,0.1973,0.2744,0.199,0.1211,0.442,0.1077,2026-06
CUST1008295,0.501,0.3883,0.2683,0.1258,0.3863,0.18,2026-06
CUST1008296,0.3022,0.1144,0.2599,0.08,0.5366,0.2101,2026-06
CUST1008297,0.5264,0.4523,0.3865,0.1469,0.5102,0.4566,2026-06
CUST1008298,0.4589,0.6278,0.4702,0.2736,0.3245,0.5412,2026-06
CUST1008299,0.1743,0.3045,0.4191,0.1806,0.491,0.2325,2026-06
CUST1008300,0.4109,0.6316000000000001,0.1514,0.216,0.2866,0.4786,2026-06
CUST1008301,0.2614,0.2581,0.4826,0.1007,0.3475,0.4537,2026-06
CUST1008302,0.4683,0.4196,0.2802,0.2488,0.3083,0.3104,2026-06
CUST1008303,0.4915,0.3256,0.5038,0.1651,0.5124,0.3092,2026-06
CUST1008304,0.4032,0.1578,0.4257,0.271,0.2519,0.4744,2026-06
CUST1008305,0.3467,0.1148,0.1924,0.159,0.4525,0.1597,2026-06
CUST1008306,0.4502,0.5723,0.2105,0.2338,0.3361,0.5232,2026-06
CUST1008307,0.4129,0.1226,0.3548,0.2129,0.3628,0.01,2026-06
CUST1008308,0.2785,0.6344,0.3979,0.1135,0.3009,0.2596,2026-06
CUST1008309,0.4592,0.6029,0.4049,0.0464,0.1589,0.4579,2026-06
CUST1008310,0.4702,0.5709,0.3981,0.06859999999999999,0.2901,0.3874,2026-06
CUST1008311,0.4969,0.3971,0.2882,0.3764,0.44,0.1735,2026-06
CUST1008312,0.308,0.4213,0.4228,0.2963,0.2674,0.416,2026-06
CUST1008313,0.1128,0.2183,0.07439999999999999,0.2098,0.6874,0.1929,2026-06
CUST1008314,0.1681,0.6367,0.2018,0.2798,0.3304,0.4107,2026-06
CUST1008315,0.4891,0.4187,0.5566,0.1481,0.3664,0.1979,2026-06
CUST1008316,0.5034,0.6845,0.2333,0.1178,0.2516,0.4414,2026-06
CUST1008317,0.4048,0.6169,0.2677,0.2626,0.2928,0.598,2026-06
CUST1008318,0.2044,0.07149999999999999,0.14,0.3812,0.2187,0.0585,2026-06
CUST1008319,0.3547,0.3876,0.3397,0.2823,0.396,0.6605,2026-06
CUST1008320,0.3913,0.4145,0.4402,0.2091,0.3468,0.2978,2026-06
CUST1008321,0.438,0.42,0.4222,0.2982,0.3607,0.6148,2026-06
CUST1008322,0.4511,0.6707,0.3635,0.2013,0.3628,0.425,2026-06
CUST1008323,0.5656,0.6895,0.4842,0.1635,0.2744,0.4583,2026-06
CUST1008324,0.4834,0.5458,0.547,0.1204,0.3826,0.493,2026-06
CUST1008325,0.4136,0.6341,0.2528,0.243,0.249,0.3816,2026-06
CUST1008326,0.3801,0.6019,0.427,0.179,0.4418,0.3496,2026-06
CUST1008327,0.2908,0.3166,0.5123,0.09180000000000001,0.4057,0.4488,2026-06
CUST1008328,0.2782,0.2588,0.3838,0.1863,0.4351,0.2943,2026-06
CUST1008329,0.4106,0.3173,0.2232,0.1248,0.5086000000000001,0.5152,2026-06
CUST1008330,0.2146,0.5616,0.3154,0.2217,0.4597,0.3672,2026-06
CUST1008331,0.3743,0.5323,0.3189,0.1586,0.4154,0.4761,2026-06
CUST1008332,0.4973,0.6169,0.2534,0.1861,0.3447,0.5188,2026-06
CUST1008333,0.331,0.375,0.3169,0.228,0.3205,0.1156,2026-06
CUST1008334,0.4687,0.5766,0.3099,0.114,0.3986,0.4451,2026-06
CUST1008335,0.4466,0.3598,0.2604,0.2902,0.4146,0.5237000000000001,2026-06
CUST1008336,0.1417,0.5154,0.5377,0.1834,0.3991,0.3973,2026-06
CUST1008337,0.4957,0.74,0.2648,0.2489,0.2863,0.3877,2026-06
CUST1008338,0.417,0.5004999999999999,0.09379999999999999,0.0563,0.6728,0.2411,2026-06
CUST1008339,0.6489,0.4117,0.3999,0.5588,0.1944,0.3743,2026-06
CUST1008340,0.1894,0.3451,0.5953000000000001,0.1348,0.2709,0.3707,2026-06
CUST1008341,0.2837,0.4987,0.4723,0.164,0.5701000000000001,0.5982,2026-06
CUST1008342,0.5561,0.6521,0.2741,0.01,0.1237,0.5067,2026-06
CUST1008343,0.4882,0.6127,0.4974,0.1213,0.2699,0.3921,2026-06
CUST1008344,0.1934,0.1587,0.3535,0.1134,0.4677,0.1506,2026-06
CUST1008345,0.2791,0.275,0.4162,0.2293,0.2481,0.4865,2026-06
CUST1008346,0.3526,0.4276,0.4412,0.186,0.3324,0.5934,2026-06
CUST1008347,0.3782,0.4905,0.345,0.0409,0.327,0.4853,2026-06
CUST1008348,0.2351,0.5918,0.2018,0.1265,0.1957,0.551,2026-06
CUST1008349,0.2722,0.489,0.5024999999999999,0.1386,0.445,0.2898,2026-06
CUST1008350,0.312,0.3485,0.2743,0.2164,0.1968,0.4078,2026-06
CUST1008351,0.4778,0.501,0.0147,0.2383,0.3749,0.1694,2026-06
CUST1008352,0.2774,0.3902,0.3444,0.4922,0.3509,0.3301,2026-06
CUST1008353,0.2236,0.2666,0.277,0.09320000000000001,0.3094,0.1609,2026-06
CUST1008354,0.443,0.5393,0.4532,0.2012,0.3889,0.3839,2026-06
CUST1008355,0.262,0.3969,0.4624,0.105,0.2818,0.4642,2026-06
CUST1008356,0.4258,0.6493,0.1572,0.2585,0.3918,0.0618,2026-06
CUST1008357,0.1284,0.5158,0.2128,0.2714,0.6794,0.3927,2026-06
CUST1008358,0.3263,0.2901,0.3253,0.2178,0.2754,0.0376,2026-06
CUST1008359,0.4025,0.5131,0.2988,0.275,0.2483,0.7775,2026-06
CUST1008360,0.1254,0.4377,0.2794,0.2087,0.4252,0.1285,2026-06
CUST1008361,0.2882,0.4258,0.01,0.0352,0.4875,0.4476,2026-06
CUST1008362,0.4946,0.3763,0.2531,0.2118,0.4672,0.1763,2026-06
CUST1008363,0.2343,0.1609,0.0888,0.2291,0.4638,0.3041,2026-06
CUST1008364,0.5044999999999999,0.5653,0.3624,0.1338,0.289,0.369,2026-06
CUST1008365,0.4797,0.6642,0.3276,0.08309999999999999,0.3792,0.3809,2026-06
CUST1008366,0.3404,0.3114,0.1387,0.2858,0.2409,0.1852,2026-06
CUST1008367,0.3502,0.6924,0.2362,0.0772,0.2569,0.5094,2026-06
CUST1008368,0.432,0.7033,0.3243,0.2586,0.3168,0.3711,2026-06
CUST1008369,0.5226,0.3363,0.347,0.5223,0.3192,0.3608,2026-06
CUST1008370,0.3087,0.348,0.4242,0.06950000000000001,0.5228,0.2226,2026-06
CUST1008371,0.3572,0.6011,0.2705,0.2449,0.7254,0.4737,2026-06
CUST1008372,0.3746,0.5821,0.386,0.0959,0.422,0.3369,2026-06
CUST1008373,0.2784,0.1691,0.3022,0.144,0.2872,0.1839,2026-06
CUST1008374,0.3195,0.6883,0.3246,0.047,0.2133,0.6873,2026-06
CUST1008375,0.3766,0.4519,0.196,0.1472,0.6051,0.5508999999999999,2026-06
CUST1008376,0.3866,0.4038,0.2966,0.229,0.2707,0.1224,2026-06
CUST1008377,0.2884,0.4776,0.2624,0.2179,0.2518,0.4062,2026-06
CUST1008378,0.4156,0.5407,0.6111,0.2275,0.3269,0.3419,2026-06
CUST1008379,0.3514,0.6311,0.261,0.0232,0.3347,0.5989,2026-06
CUST1008380,0.3061,0.3181,0.1318,0.2271,0.2129,0.1217,2026-06
CUST1008381,0.0633,0.6947,0.2466,0.2747,0.1484,0.3243,2026-06
CUST1008382,0.2887,0.4522,0.2207,0.5526,0.269,0.2974,2026-06
CUST1008383,0.2795,0.592,0.319,0.1103,0.4394,0.4933,2026-06
CUST1008384,0.4653,0.6065,0.1816,0.215,0.2166,0.4576,2026-06
CUST1008385,0.2028,0.1943,0.3545,0.076,0.2886,0.467,2026-06
CUST1008386,0.3947,0.3207,0.2667,0.01,0.3492,0.4221,2026-06
CUST1008387,0.4322,0.5649,0.4686,0.07820000000000001,0.4392,0.4792,2026-06
CUST1008388,0.1123,0.4503,0.2915,0.0281,0.6607,0.3397,2026-06
CUST1008389,0.1853,0.355,0.266,0.2725,0.3859,0.5899,2026-06
CUST1008390,0.1473,0.3039,0.1517,0.1991,0.2506,0.2603,2026-06
CUST1008391,0.1874,0.2397,0.132,0.192,0.2287,0.1671,2026-06
CUST1008392,0.1046,0.1448,0.3948,0.2822,0.1347,0.4386,2026-06
CUST1008393,0.3746,0.6635,0.0959,0.2365,0.2413,0.4853,2026-06
CUST1008394,0.5536,0.5808,0.6585,0.1399,0.4232,0.6559,2026-06
CUST1008395,0.5081,0.4675,0.3335,0.0659,0.3388,0.4562,2026-06
CUST1008396,0.36,0.3359,0.2028,0.1573,0.2912,0.106,2026-06
CUST1008397,0.1617,0.1309,0.2969,0.1534,0.3384,0.0366,2026-06
CUST1008398,0.4278,0.5612,0.2444,0.2149,0.1263,0.3709,2026-06
CUST1008399,0.2961,0.2238,0.3532,0.07920000000000001,0.413,0.1859,2026-06
CUST1008400,0.4094,0.5397,0.31,0.1554,0.2805,0.0155,2026-06
CUST1008401,0.3434,0.2048,0.01,0.5468,0.1005,0.01,2026-06
CUST1008402,0.3662,0.5776,0.0914,0.2271,0.196,0.1611,2026-06
CUST1008403,0.4474,0.6681,0.09,0.3183,0.4146,0.4762,2026-06
CUST1008404,0.3855,0.3356,0.1893,0.0365,0.7373,0.3523,2026-06
CUST1008405,0.5936,0.7014,0.0669,0.1854,0.2823,0.2656,2026-06
CUST1008406,0.4728,0.4148,0.312,0.1629,0.3176,0.6598000000000001,2026-06
CUST1008407,0.343,0.4808,0.543,0.2406,0.3765,0.5206,2026-06
CUST1008408,0.0785,0.0554,0.01,0.2346,0.3675,0.4477,2026-06
CUST1008409,0.4283,0.4487,0.6222,0.1606,0.391,0.556,2026-06
CUST1008410,0.3704,0.2005,0.4026,0.01,0.3123,0.0413,2026-06
CUST1008411,0.1049,0.2967,0.2729,0.2791,0.389,0.137,2026-06
CUST1008412,0.4971,0.5651,0.3056,0.4948,0.2182,0.2462,2026-06
CUST1008413,0.396,0.7672,0.3917,0.2249,0.4994,0.3275,2026-06
CUST1008414,0.2782,0.5798,0.0863,0.2958,0.2464,0.0571,2026-06
CUST1008415,0.4051,0.5621,0.5522,0.0823,0.2368,0.5679,2026-06
CUST1008416,0.5302,0.4041,0.1906,0.6967,0.3102,0.0467,2026-06
CUST1008417,0.3823,0.1965,0.1805,0.2931,0.2944,0.1704,2026-06
CUST1008418,0.3037,0.45,0.4481,0.5037,0.2009,0.2615,2026-06
CUST1008419,0.4877,0.6316000000000001,0.3285,0.1559,0.2673,0.2004,2026-06
CUST1008420,0.4654,0.6659,0.2746,0.2042,0.3509,0.2944,2026-06
CUST1008421,0.443,0.7715,0.3098,0.1424,0.3417,0.3001,2026-06
CUST1008422,0.2664,0.491,0.3869,0.01,0.6266,0.4649,2026-06
CUST1008423,0.5154,0.3719,0.4851,0.2597,0.3607,0.6046,2026-06
CUST1008424,0.5541,0.5621,0.1948,0.1782,0.2601,0.4636,2026-06
CUST1008425,0.3561,0.4122,0.4354,0.3122,0.1373,0.5397,2026-06
CUST1008426,0.3942,0.3677,0.4425,0.08019999999999999,0.3594,0.4827,2026-06
CUST1008427,0.3387,0.3499,0.2662,0.2218,0.5367,0.2385,2026-06
CUST1008428,0.3078,0.4279,0.1846,0.08740000000000001,0.4547,0.4507,2026-06
CUST1008429,0.0396,0.3983,0.01,0.2348,0.2399,0.2272,2026-06
CUST1008430,0.1476,0.3492,0.01,0.2998,0.2614,0.1657,2026-06
CUST1008431,0.1743,0.01,0.01,0.3511,0.3956,0.0456,2026-06
CUST1008432,0.234,0.3145,0.1808,0.3063,0.304,0.2096,2026-06
CUST1008433,0.3938,0.2882,0.2437,0.2278,0.3926,0.09619999999999999,2026-06
CUST1008434,0.3085,0.3396,0.398,0.5786,0.3262,0.3961,2026-06
CUST1008435,0.5615,0.3732,0.2922,0.1696,0.4722,0.5242,2026-06
CUST1008436,0.1854,0.2016,0.1804,0.3702,0.3331,0.129,2026-06
CUST1008437,0.2936,0.3602,0.4648,0.1303,0.3013,0.4261,2026-06
CUST1008438,0.337,0.0813,0.1987,0.4885,0.1657,0.3047,2026-06
CUST1008439,0.079,0.1512,0.233,0.2854,0.5532,0.1564,2026-06
CUST1008440,0.2198,0.3766,0.3524,0.1414,0.2701,0.4186,2026-06
CUST1008441,0.4603,0.5365,0.3853,0.2086,0.4927,0.3391,2026-06
CUST1008442,0.3476,0.5528,0.218,0.7265,0.1282,0.3033,2026-06
CUST1008443,0.341,0.4259,0.103,0.5767,0.1533,0.2373,2026-06
CUST1008444,0.1721,0.3363,0.2795,0.1559,0.245,0.2935,2026-06
CUST1008445,0.107,0.1764,0.3071,0.0828,0.5454,0.0513,2026-06
CUST1008446,0.3433,0.3544,0.1072,0.1743,0.3432,0.2079,2026-06
CUST1008447,0.0199,0.1638,0.3139,0.2061,0.3825,0.06510000000000001,2026-06
CUST1008448,0.5054999999999999,0.2344,0.331,0.1177,0.2283,0.2715,2026-06
CUST1008449,0.4997,0.5724,0.4964,0.1407,0.4315,0.495,2026-06
CUST1008450,0.5883,0.5454,0.4848,0.2758,0.4176,0.3619,2026-06
CUST1008451,0.3902,0.5011,0.2939,0.6299,0.229,0.2698,2026-06
CUST1008452,0.4193,0.4423,0.4168,0.1442,0.6138,0.5047,2026-06
CUST1008453,0.135,0.3303,0.3181,0.5724,0.2906,0.387,2026-06
CUST1008454,0.2365,0.3899,0.0441,0.2158,0.1401,0.2112,2026-06
CUST1008455,0.3391,0.4369,0.3183,0.1035,0.2493,0.3228,2026-06
CUST1008456,0.0742,0.3783,0.5524,0.117,0.5524,0.6084000000000001,2026-06
CUST1008457,0.2777,0.2013,0.2835,0.157,0.2471,0.2342,2026-06
CUST1008458,0.4355,0.7236,0.1617,0.1729,0.3952,0.4978,2026-06
CUST1008459,0.3313,0.3423,0.3445,0.1718,0.3026,0.182,2026-06
CUST1008460,0.3199,0.4297,0.3587,0.2757,0.5106000000000001,0.5750999999999999,2026-06
CUST1008461,0.4027,0.3842,0.3457,0.141,0.4113,0.5585,2026-06
CUST1008462,0.5033,0.5276,0.1265,0.5923,0.2321,0.3461,2026-06
CUST1008463,0.424,0.6158,0.4136,0.06569999999999999,0.2751,0.5159,2026-06
CUST1008464,0.4674,0.4412,0.5252,0.1899,0.1895,0.2771,2026-06
CUST1008465,0.1306,0.5883,0.0332,0.1898,0.2299,0.4446,2026-06
CUST1008466,0.3691,0.6098,0.432,0.1312,0.1933,0.2254,2026-06
CUST1008467,0.5606,0.3509,0.512,0.1472,0.2687,0.4414,2026-06
CUST1008468,0.5325,0.3049,0.5236,0.074,0.2558,0.4976,2026-06
CUST1008469,0.2772,0.1492,0.3171,0.5875,0.2119,0.2068,2026-06
CUST1008470,0.2202,0.4146,0.4615,0.2901,0.4949,0.3869,2026-06
CUST1008471,0.2629,0.4698,0.425,0.1087,0.3833,0.271,2026-06
CUST1008472,0.3561,0.1848,0.2029,0.2453,0.7000999999999999,0.2184,2026-06
CUST1008473,0.3338,0.3831,0.1592,0.1041,0.1213,0.1871,2026-06
CUST1008474,0.4672,0.5165999999999999,0.3641,0.2662,0.3242,0.5809,2026-06
CUST1008475,0.4826,0.729,0.0596,0.201,0.247,0.3653,2026-06
CUST1008476,0.3991,0.4589,0.5233,0.1886,0.277,0.4763,2026-06
CUST1008477,0.4208,0.6831,0.2256,0.323,0.3516,0.4361,2026-06
CUST1008478,0.1233,0.358,0.4622,0.2105,0.3649,0.4209,2026-06
CUST1008479,0.5429,0.4229,0.4616,0.2051,0.4314,0.4743,2026-06
CUST1008480,0.5492,0.7569,0.486,0.1299,0.3845,0.4532,2026-06
CUST1008481,0.1248,0.3653,0.3456,0.1372,0.3419,0.3343,2026-06
CUST1008482,0.1523,0.1083,0.2446,0.0888,0.4014,0.138,2026-06
CUST1008483,0.4136,0.6437,0.3683,0.2544,0.2676,0.5132,2026-06
CUST1008484,0.3445,0.3082,0.1542,0.1788,0.4822,0.01,2026-06
CUST1008485,0.5242,0.2405,0.3394,0.2382,0.3119,0.2999,2026-06
CUST1008486,0.4603,0.25,0.3706,0.4958,0.1991,0.3111,2026-06
CUST1008487,0.4948,0.5879,0.456,0.1115,0.3109,0.3946,2026-06
CUST1008488,0.197,0.2197,0.01,0.2505,0.6213,0.2183,2026-06
CUST1008489,0.5117,0.3349,0.1687,0.0964,0.3862,0.2063,2026-06
CUST1008490,0.3042,0.2431,0.2225,0.2621,0.584,0.2406,2026-06
CUST1008491,0.6266,0.7368,0.4491,0.2308,0.345,0.3618,2026-06
CUST1008492,0.3322,0.2548,0.0582,0.1276,0.4088,0.0745,2026-06
CUST1008493,0.3704,0.4769,0.4993,0.1884,0.4621,0.4062,2026-06
CUST1008494,0.4665,0.38,0.1447,0.2455,0.4158,0.3734,2026-06
CUST1008495,0.2239,0.4402,0.1055,0.1638,0.1695,0.3424,2026-06
CUST1008496,0.4254,0.1728,0.2304,0.1158,0.6163999999999999,0.0283,2026-06
CUST1008497,0.409,0.7226,0.1563,0.1566,0.3661,0.2404,2026-06
CUST1008498,0.2545,0.3185,0.4254,0.0738,0.4219,0.4208,2026-06
CUST1008499,0.3853,0.4506,0.4558,0.01,0.3657,0.7554,2026-06
CUST1008500,0.4223,0.6293,0.1909,0.3041,0.3198,0.2659,2026-06
CUST1008501,0.3428,0.3832,0.3489,0.1537,0.3299,0.4918,2026-06
CUST1008502,0.3611,0.3324,0.3556,0.0573,0.3293,0.534,2026-06
CUST1008503,0.1463,0.294,0.3391,0.0819,0.5933,0.01,2026-06
CUST1008504,0.1611,0.6522,0.4553,0.2373,0.1753,0.316,2026-06
CUST1008505,0.298,0.725,0.1582,0.01,0.2219,0.5182,2026-06
CUST1008506,0.3882,0.379,0.032,0.6186,0.3298,0.2901,2026-06
CUST1008507,0.3615,0.4332,0.01,0.1664,0.3748,0.1426,2026-06
CUST1008508,0.3359,0.3835,0.3213,0.14,0.4205,0.4904,2026-06
CUST1008509,0.3715,0.4391,0.01,0.1349,0.2694,0.1275,2026-06
CUST1008510,0.6057,0.5566,0.4782,0.1364,0.428,0.4169,2026-06
CUST1008511,0.4841,0.3087,0.3958,0.2971,0.2556,0.3105,2026-06
CUST1008512,0.3386,0.4264,0.3318,0.0873,0.2791,0.4809,2026-06
CUST1008513,0.4675,0.4862,0.1384,0.2376,0.2718,0.5334,2026-06
CUST1008514,0.4721,0.2845,0.1429,0.2474,0.2554,0.2773,2026-06
CUST1008515,0.216,0.402,0.4344,0.1939,0.2921,0.4834,2026-06
CUST1008516,0.3069,0.3968,0.1542,0.6133999999999999,0.0827,0.2459,2026-06
CUST1008517,0.3175,0.3785,0.1902,0.0567,0.4307,0.2676,2026-06
CUST1008518,0.4754,0.5508,0.4246,0.1968,0.5894,0.5738,2026-06
CUST1008519,0.5721000000000001,0.1076,0.1059,0.1151,0.317,0.309,2026-06
CUST1008520,0.2294,0.3186,0.0174,0.3062,0.304,0.01,2026-06
CUST1008521,0.271,0.2163,0.0285,0.1616,0.4444,0.1689,2026-06
CUST1008522,0.5858,0.2089,0.1302,0.1255,0.1644,0.1845,2026-06
CUST1008523,0.2576,0.1769,0.0851,0.0402,0.1794,0.5366,2026-06
CUST1008524,0.5708,0.3293,0.5012,0.297,0.2391,0.3328,2026-06
CUST1008525,0.3277,0.4085,0.4999,0.1855,0.4659,0.5233,2026-06
CUST1008526,0.4347,0.5209,0.2996,0.1278,0.3458,0.366,2026-06
CUST1008527,0.3557,0.1969,0.1639,0.188,0.1948,0.2105,2026-06
CUST1008528,0.3071,0.1197,0.0767,0.0901,0.544,0.2664,2026-06
CUST1008529,0.3806,0.7614,0.3807,0.1992,0.3317,0.4205,2026-06
CUST1008530,0.4096,0.3874,0.2778,0.2279,0.4143,0.0917,2026-06
CUST1008531,0.3698,0.2273,0.198,0.2449,0.1186,0.1508,2026-06
CUST1008532,0.3493,0.4799,0.01,0.2691,0.2791,0.0881,2026-06
CUST1008533,0.3919,0.5493,0.3805,0.2201,0.2769,0.4314,2026-06
CUST1008534,0.4241,0.6031,0.5522,0.1865,0.3756,0.3374,2026-06
CUST1008535,0.5666,0.495,0.4529,0.2284,0.2735,0.4211,2026-06
CUST1008536,0.3631,0.4594,0.3738,0.1755,0.4247,0.6997,2026-06
CUST1008537,0.498,0.7128,0.1519,0.2028,0.3078,0.5666,2026-06
CUST1008538,0.2842,0.5551,0.2079,0.1924,0.1641,0.5472,2026-06
CUST1008539,0.4134,0.4369,0.3998,0.1268,0.3494,0.5097,2026-06
CUST1008540,0.4301,0.3498,0.4635,0.2436,0.2652,0.259,2026-06
CUST1008541,0.237,0.508,0.3374,0.1283,0.4499,0.4734,2026-06
CUST1008542,0.2713,0.381,0.4428,0.5154,0.2867,0.4711,2026-06
CUST1008543,0.01,0.2666,0.01,0.2619,0.2038,0.2036,2026-06
CUST1008544,0.2274,0.2532,0.4343,0.1674,0.4056,0.4443,2026-06
CUST1008545,0.3704,0.4109,0.4512,0.2169,0.4235,0.5687,2026-06
CUST1008546,0.4746,0.3709,0.3722,0.1877,0.3813,0.4712,2026-06
CUST1008547,0.3622,0.2408,0.2831,0.1122,0.4086,0.1772,2026-06
CUST1008548,0.6091,0.4503,0.4159,0.186,0.3487,0.6855,2026-06
CUST1008549,0.4291,0.4312,0.4526,0.0474,0.3537,0.3186,2026-06
CUST1008550,0.4518,0.5416,0.5222,0.1301,0.5043,0.3263,2026-06
CUST1008551,0.4934,0.3772,0.5021,0.6529,0.3015,0.4254,2026-06
CUST1008552,0.3124,0.4312,0.01,0.5721000000000001,0.1263,0.2018,2026-06
CUST1008553,0.3862,0.3719,0.0403,0.2411,0.2809,0.2716,2026-06
CUST1008554,0.167,0.2004,0.282,0.0301,0.3563,0.1491,2026-06
CUST1008555,0.4951,0.4891,0.1319,0.0988,0.2099,0.3535,2026-06
CUST1008556,0.3539,0.7018,0.3085,0.2553,0.3862,0.3721,2026-06
CUST1008557,0.3739,0.6486,0.1914,0.2546,0.1986,0.3176,2026-06
CUST1008558,0.4128,0.6593,0.4816,0.3254,0.3918,0.4604,2026-06
CUST1008559,0.2017,0.3573,0.3285,0.5642,0.4266,0.2819,2026-06
CUST1008560,0.2465,0.4112,0.3532,0.1751,0.3971,0.1395,2026-06
CUST1008561,0.2346,0.185,0.01,0.1324,0.5336,0.1546,2026-06
CUST1008562,0.5341,0.636,0.4454,0.3071,0.429,0.4436,2026-06
CUST1008563,0.4831,0.5511,0.2031,0.1063,0.4168,0.08110000000000001,2026-06
CUST1008564,0.06809999999999999,0.3958,0.0436,0.5896,0.1155,0.0513,2026-06
CUST1008565,0.4102,0.4172,0.01,0.3183,0.2918,0.1299,2026-06
CUST1008566,0.2411,0.318,0.01,0.1883,0.1879,0.0756,2026-06
CUST1008567,0.2447,0.4791,0.4933,0.0555,0.4558,0.6404,2026-06
CUST1008568,0.1811,0.1633,0.08690000000000001,0.1951,0.3913,0.096,2026-06
CUST1008569,0.2102,0.1471,0.3695,0.1258,0.5012,0.3228,2026-06
CUST1008570,0.3456,0.4913,0.1968,0.2313,0.4864,0.4951,2026-06
CUST1008571,0.3036,0.3515,0.4346,0.1235,0.3657,0.4653,2026-06
CUST1008572,0.4254,0.6704,0.5623,0.3298,0.1867,0.3813,2026-06
CUST1008573,0.4709,0.8556,0.4086,0.2349,0.4035,0.4124,2026-06
CUST1008574,0.3992,0.4993,0.3769,0.1027,0.335,0.388,2026-06
CUST1008575,0.201,0.6847,0.4939,0.2564,0.3255,0.4902,2026-06
CUST1008576,0.5533,0.3413,0.4054,0.2842,0.2029,0.4079,2026-06
CUST1008577,0.3763,0.2708,0.2949,0.2015,0.4336,0.1579,2026-06
CUST1008578,0.3392,0.6346000000000001,0.383,0.1426,0.3789,0.3546,2026-06
CUST1008579,0.3019,0.2868,0.2823,0.2991,0.2169,0.2743,2026-06
CUST1008580,0.3568,0.4415,0.01,0.2079,0.2336,0.1723,2026-06
CUST1008581,0.2499,0.2494,0.4682,0.2579,0.3851,0.4386,2026-06
CUST1008582,0.3639,0.4496,0.0323,0.2941,0.4553,0.2368,2026-06
CUST1008583,0.1748,0.5435,0.2489,0.2738,0.2051,0.2327,2026-06
CUST1008584,0.2779,0.3567,0.08550000000000001,0.197,0.08550000000000001,0.1303,2026-06
CUST1008585,0.3751,0.4784,0.3857,0.1151,0.1961,0.5355,2026-06
CUST1008586,0.2774,0.4651,0.4837,0.1939,0.302,0.5692,2026-06
CUST1008587,0.1892,0.4864,0.1751,0.2266,0.2239,0.3508,2026-06
