CustID,Month period,Average ticket size,Count,99% value,Total credit amount (sn),Total debit amount (sn),UPI txn count (sn),Salary credit flag (sn),MCC diversity count (sn),High value txn flag (sn),Most common channel (sn),Most common MCC (sn),Days since last txn (sn),Avg monthly balance proxy (sn)
CUST1009047,2026-06,3661.23,44,3941.57,17536.25,40632.16,8,N,5,N,MOBILE_APP,5814,4,1709747.38
CUST1009048,2026-06,2240.68,13,871.51,1990.27,12298.73,6,Y,2,N,UPI,5411,11,603823.66
CUST1009049,2026-06,4444.53,26,5593.08,23474.01,19182.44,0,N,4,N,MOBILE_APP,4900,3,662288.12
CUST1009050,2026-06,677.36,17,635.14,2544.84,0,8,Y,2,N,UPI,5912,12,57304.91
CUST1009051,2026-06,11406.78,9,695.88,42800.11,2269.22,3,N,2,N,BRANCH,4111,21,410490.65
CUST1009052,2026-06,14143.9,16,3268.83,0,65206.33,0,N,2,N,BRANCH,5411,26,446638.4
CUST1009053,2026-06,7506.72,23,2583.94,1309.31,163823.25,8,N,3,N,UPI,6011,9,334600.29
CUST1009054,2026-06,4267.82,20,5217.88,7601.28,49802.55,8,N,3,N,MOBILE_APP,5814,2,347535.85
CUST1009055,2026-06,207.1,0,0,0,0,0,N,0,N,,,999,1106107.64
CUST1009056,2026-06,1409.08,7,1409.08,0,2200.65,0,Y,1,N,UPI,4900,9,761754.61
CUST1009057,2026-06,9803.51,3,9803.51,31764.99,0,0,N,1,N,UPI,5691,1,1466052.72
CUST1009058,2026-06,7140.82,11,568.4400000000001,0,51839.65,4,N,2,N,MOBILE_APP,5411,4,869417.0600000001
CUST1009059,2026-06,3978.17,29,5573.81,11142.06,38502.49,7,Y,4,N,MOBILE_APP,5814,6,611790.76
CUST1009060,2026-06,63287.74,14,8083.07,471178.02,0,0,Y,2,N,INTERNET_BANKING,0000,10,77768.78
CUST1009061,2026-06,178.85,0,0,0,0,0,N,0,N,,,999,3213225.59
CUST1009062,2026-06,31768.63,51,5232.51,664919.11,71234.75,6,Y,7,N,MOBILE_APP,5411,1,824345.73
CUST1009063,2026-06,10737.16,30,15628.67,0,155725.6,5,N,4,N,MOBILE_APP,8299,1,231196.57
CUST1009064,2026-06,2207.24,16,451.23,0,9654.709999999999,8,N,2,N,INTERNET_BANKING,5812,8,230663.49
CUST1009065,2026-06,404.22,0,0,0,0,0,N,0,N,,,999,1167753.51
CUST1009066,2026-06,7575.64,21,3621.75,55026.26,12626.87,6,Y,3,N,INTERNET_BANKING,5814,9,586946.6
CUST1009067,2026-06,7032.33,32,8504.67,0,135569.17,0,Y,4,N,MOBILE_APP,5812,8,1057219.44
CUST1009068,2026-06,1461.88,25,1757.41,5487.39,6413.27,6,N,3,N,UPI,5541,2,53965.68
CUST1009069,2026-06,3409.71,40,3056,3669.22,72420.13,16,N,5,N,UPI,7399,4,826539.7
CUST1009070,2026-06,5300.69,8,5300.69,14076.48,0,4,Y,1,N,ATM,4900,21,223268.8
CUST1009071,2026-06,5217.05,10,5217.05,18737.19,0,6,Y,1,N,MOBILE_APP,6011,19,757115.11
CUST1009072,2026-06,174280.41,9,174280.41,649140.24,0,0,Y,1,N,INTERNET_BANKING,0000,2,559201.13
CUST1009073,2026-06,3273.32,15,3205.68,1812.15,32892.36,5,Y,3,N,MOBILE_APP,5411,5,719547.09
CUST1009074,2026-06,13127.37,5,13127.37,21481.57,0,0,N,1,N,INTERNET_BANKING,4111,24,290838.11
CUST1009075,2026-06,31755.89,13,6637.84,24757.54,280855.62,5,N,2,N,MOBILE_APP,5814,20,3321130.02
CUST1009076,2026-06,11490.53,13,5528.52,30009.19,14463.64,4,Y,1,N,UPI,5411,11,1223566.49
CUST1009077,2026-06,7646.62,19,3771.99,10537.7,150313.16,9,Y,4,N,MOBILE_APP,4814,0,313369.02
CUST1009078,2026-06,2434.56,82,4826.55,6781.94,69735.24000000001,32,Y,7,N,UPI,5541,0,593978.9
CUST1009079,2026-06,1109.53,10,1109.53,0,5179.08,0,Y,1,N,MOBILE_APP,4900,14,546854.6899999999
CUST1009080,2026-06,1178.47,23,1050.2,0,8501.370000000001,0,N,3,N,UPI,6011,17,279179.15
CUST1009081,2026-06,5163.95,29,4230.68,0,47692.33,21,Y,4,N,MOBILE_APP,7399,2,724933.27
CUST1009082,2026-06,5242.92,27,3424.5,2988.32,51223.81,8,Y,3,N,MOBILE_APP,5541,13,1750356.17
CUST1009083,2026-06,5079.54,6,5079.54,9800.91,0,4,N,1,N,MOBILE_APP,6513,22,1802622.29
CUST1009084,2026-06,7527.88,23,7463.84,0,121481.41,8,Y,3,N,MOBILE_APP,5912,4,1135720.54
CUST1009085,2026-06,7141.6,28,7253.42,63228.03,13639.07,6,Y,3,N,INTERNET_BANKING,5541,8,242083.95
CUST1009086,2026-06,1090.39,7,1090.39,4267.44,0,0,N,1,N,ATM,4111,28,911843.9
CUST1009087,2026-06,19729.09,30,10080.35,30370.2,152579.32,10,N,5,N,BRANCH,7399,4,1329452.1
CUST1009088,2026-06,25320.3,23,11302.55,20648.82,449420.18,12,Y,5,N,MOBILE_APP,0000,6,278424.57
CUST1009089,2026-06,471.78,11,410.77,669.4,2714.89,3,N,3,N,UPI,6513,6,86237.31
CUST1009090,2026-06,5789.64,25,6776.36,47824.6,30189.65,0,N,3,N,UPI,5411,12,564087.4300000001
CUST1009091,2026-06,1565.87,24,2127.97,0,26569.57,12,N,5,N,MOBILE_APP,5814,0,129657.58
CUST1009092,2026-06,12607.48,6,12607.48,0,25876.21,3,N,1,N,INTERNET_BANKING,5541,28,717131.22
CUST1009093,2026-06,5032.26,20,3720.05,11811.96,14575.89,0,Y,2,N,UPI,5812,15,4032158.18
CUST1009094,2026-06,862.9299999999999,33,1210.24,12109.34,0,21,N,3,N,UPI,5732,3,162213.42
CUST1009095,2026-06,4714.61,21,4372.27,8476.040000000001,16997.28,0,N,2,N,MOBILE_APP,6011,10,1297968.07
CUST1009096,2026-06,48648.98,33,21711.76,820731.1800000001,133492.4,15,N,9,N,MOBILE_APP,6011,1,1165338.61
CUST1009097,2026-06,3241.25,22,1057.01,0,36337.62,5,Y,3,N,ATM,6513,8,500338.11
CUST1009098,2026-06,10754.86,13,5971.05,16010.49,36127.69,12,Y,2,N,MOBILE_APP,5732,6,1749174.8
CUST1009099,2026-06,768.92,6,768.92,2338.89,0,0,N,1,N,INTERNET_BANKING,4900,22,340472.57
CUST1009100,2026-06,4218.93,10,1754.56,0,32658.9,0,N,2,N,MOBILE_APP,8299,25,1691326.71
CUST1009101,2026-06,4501.68,23,4481.32,8415.07,82562.5,9,Y,6,N,BRANCH,5411,14,915120.1899999999
CUST1009102,2026-06,4528.82,11,2349.65,13980.82,0,4,N,2,N,BRANCH,5691,0,786824.59
CUST1009103,2026-06,5857.68,12,2436.1,0,43310.15,5,N,2,N,MOBILE_APP,5814,9,2753829.81
CUST1009104,2026-06,800.55,19,1308.53,1436.89,8649.190000000001,3,Y,5,N,MOBILE_APP,5812,4,242639.35
CUST1009105,2026-06,988.59,26,438.6,6745.8,1114.09,12,N,3,N,UPI,7399,8,363785.3
CUST1009106,2026-06,293626.65,4,293626.65,646560.33,0,0,Y,1,N,INTERNET_BANKING,0000,24,510477.98
CUST1009107,2026-06,5304.79,9,1156.19,6719.94,54455.29,3,N,3,N,MOBILE_APP,5812,6,102542.8
CUST1009108,2026-06,4661.15,13,4661.15,11173.69,0,0,Y,1,N,INTERNET_BANKING,4814,3,200587.9
CUST1009109,2026-06,18071,9,18071,0,65270.98,8,N,1,N,POS,6011,20,718493.67
CUST1009110,2026-06,9811.309999999999,47,965.01,93777.39,4162.35,14,Y,6,N,MOBILE_APP,0000,18,133877.83
CUST1009111,2026-06,6909.95,30,12068.35,7026.11,119018.38,12,Y,5,N,MOBILE_APP,6513,1,988438.09
CUST1009112,2026-06,22125.29,59,7693.1,287860.95,24164.69,14,Y,7,N,MOBILE_APP,4900,2,287584.17
CUST1009113,2026-06,1877.36,23,1311.55,8768.01,10443.07,5,Y,4,N,UPI,8299,11,335374.35
CUST1009114,2026-06,2312.21,22,1739.2,0,32600.14,6,N,3,N,MOBILE_APP,7399,14,37480.96
CUST1009115,2026-06,5119.91,11,5119.91,0,13992.27,0,N,1,N,UPI,5812,17,199241.91
CUST1009116,2026-06,1964.89,33,2866.05,0,33988.16,7,Y,4,N,ATM,8299,6,499689.68
CUST1009117,2026-06,22886.58,18,20610.9,142271.28,55860.03,8,N,4,N,MOBILE_APP,0000,1,365100.07
CUST1009118,2026-06,297.15,10,297.15,1162.08,0,0,N,1,N,MOBILE_APP,4814,21,972052.34
CUST1009119,2026-06,63.34,0,0,0,0,0,N,0,N,,,999,1192512.06
CUST1009120,2026-06,3418.32,25,4740.86,39218.36,17907,25,Y,4,N,MOBILE_APP,5812,1,697741.8199999999
CUST1009121,2026-06,433.1,7,433.1,0,1061.36,0,N,1,N,INTERNET_BANKING,6513,26,113102.94
CUST1009122,2026-06,4890.82,16,2521.5,12846.12,11136.68,8,N,2,N,UPI,5912,6,503432.5
CUST1009123,2026-06,2.79,0,0,0,0,0,N,0,N,,,999,530688.3199999999
CUST1009124,2026-06,2443.56,17,977.27,3758.08,9440.549999999999,8,Y,1,N,CALL_CENTER,5912,2,157529.29
CUST1009125,2026-06,261.45,7,261.45,0,1127.8,7,N,1,N,MOBILE_APP,8299,21,321578.34
CUST1009126,2026-06,18723.01,32,13533.3,0,188785.54,7,N,4,N,MOBILE_APP,5541,7,354072.34
CUST1009127,2026-06,59140.23,48,9360.309999999999,1115795.3,57209.5,24,Y,4,N,MOBILE_APP,5814,11,1214790.03
CUST1009128,2026-06,537.14,12,176.05,0,3360.74,0,N,2,N,BRANCH,5541,0,74980.86
CUST1009129,2026-06,6432.87,12,6165.22,46396.64,0,8,Y,2,N,POS,8299,0,820233.89
CUST1009130,2026-06,2023.72,21,2860.81,37588.31,1536.73,12,N,5,N,MOBILE_APP,6513,0,331033.85
CUST1009131,2026-06,772.51,12,772.51,2101.57,0,7,N,1,N,UPI,5814,22,126624.95
CUST1009132,2026-06,4230.27,33,5375.19,1730.16,65743.7,5,N,6,N,MOBILE_APP,4814,7,405760.19
CUST1009133,2026-06,2561.35,13,643.02,0,15631.51,0,N,2,N,MOBILE_APP,4900,4,1132465.33
CUST1009134,2026-06,40313.56,23,102218.33,638569.6,514545.07,9,Y,5,N,MOBILE_APP,0000,0,973181.63
CUST1009135,2026-06,4460.4,12,3888.17,37163.65,34308.52,6,Y,4,N,MOBILE_APP,8299,16,989183.84
CUST1009136,2026-06,655.85,15,614.59,524.24,7599.88,10,N,3,N,MOBILE_APP,6011,12,164070.31
CUST1009137,2026-06,2203.25,29,3281.69,0,31276.23,6,N,3,N,MOBILE_APP,5411,5,659319.5600000001
CUST1009138,2026-06,1916.34,34,2605.46,23081.26,6908.98,16,Y,4,N,ATM,5691,13,138396.64
CUST1009139,2026-06,10139.78,32,14718.41,0,84933.71000000001,6,N,4,N,MOBILE_APP,5814,1,1678856.77
CUST1009140,2026-06,2890.88,12,2492.44,24625.64,2851.98,0,Y,3,N,MOBILE_APP,6011,4,509002.76
CUST1009141,2026-06,10901.88,17,4199.73,10350.39,72315.22,0,Y,2,N,MOBILE_APP,4814,9,993944.46
CUST1009142,2026-06,1450.56,28,1203.38,3828.02,14090.42,0,N,2,N,MOBILE_APP,7399,9,894185.64
CUST1009143,2026-06,46384.37,29,8395.24,568493.63,65514.25,8,Y,5,N,INTERNET_BANKING,8299,10,214592.41
CUST1009144,2026-06,111487.39,25,14815.02,624308.65,35830.25,0,Y,3,N,UPI,5912,1,924812.45
CUST1009145,2026-06,2397.1,20,3146.8,1202.91,22224.41,10,N,3,N,UPI,4900,15,217075.99
CUST1009146,2026-06,5362,38,7750.43,29727.38,58354.22,5,Y,7,N,INTERNET_BANKING,8299,6,149410.58
CUST1009147,2026-06,7437.81,15,1758.72,0,36764.86,0,N,2,N,BRANCH,4900,2,858162.3
CUST1009148,2026-06,3875.37,10,4242.31,0,30081.63,0,N,3,N,MOBILE_APP,5541,5,244937.78
CUST1009149,2026-06,481.18,29,483.61,1868.19,4050.04,8,N,3,N,INTERNET_BANKING,7399,3,205488.21
CUST1009150,2026-06,2300.72,23,1219.21,0,14538.51,7,Y,3,N,INTERNET_BANKING,5691,1,785615.46
CUST1009151,2026-06,14008.98,27,17234.65,67413.91,95249.14999999999,6,N,3,N,BRANCH,5691,0,713226.49
CUST1009152,2026-06,2516.91,6,2516.91,0,8340.870000000001,5,N,1,N,INTERNET_BANKING,5732,12,903945.49
CUST1009153,2026-06,386.08,3,386.08,0,1645.12,0,N,1,N,MOBILE_APP,4814,12,88035.58
CUST1009154,2026-06,10050.46,24,14762.85,43220,87027.56,4,N,5,N,MOBILE_APP,4900,5,5237095.69
CUST1009155,2026-06,254.97,0,0,0,0,0,N,0,N,,,999,71491.52
CUST1009156,2026-06,2007.75,52,2186.3,5724.92,43677.76,21,N,6,N,MOBILE_APP,4111,3,106600.22
CUST1009157,2026-06,2417.25,8,2417.25,3951.65,0,0,Y,1,N,ATM,0000,10,1280729.71
CUST1009158,2026-06,976.49,22,1318.38,0,8197.129999999999,5,N,4,N,MOBILE_APP,8299,2,42274.52
CUST1009159,2026-06,1311.82,8,1311.82,0,5571.54,0,Y,1,N,MOBILE_APP,4111,3,539879.49
CUST1009160,2026-06,37054.38,19,1508.46,167892.66,6998.75,8,Y,2,N,UPI,7399,1,300951.67
CUST1009161,2026-06,33863.51,24,2980.46,343020.34,10133.65,7,Y,3,N,MOBILE_APP,7399,4,323477.34
CUST1009162,2026-06,3592.89,17,3547.61,0,19189.63,0,Y,2,N,UPI,5912,19,488629.26
CUST1009163,2026-06,2184.92,11,2184.92,0,6471.83,0,Y,1,N,MOBILE_APP,4111,4,51229.77
CUST1009164,2026-06,35715.87,37,52673.67,562456.03,19262.04,0,Y,5,N,MOBILE_APP,0000,3,773909.76
CUST1009165,2026-06,584.83,21,848.92,3319.15,2959.6,10,N,4,N,INTERNET_BANKING,4814,18,215746.28
CUST1009166,2026-06,17302.61,18,6454.07,11477.12,50235.06,8,Y,2,N,MOBILE_APP,5691,3,278719.62
CUST1009167,2026-06,11786.32,28,13079.56,51226.45,62958.47,14,Y,4,N,MOBILE_APP,5732,3,3359659.72
CUST1009168,2026-06,1099.62,4,1099.62,0,4826.7,0,N,1,N,BRANCH,4900,25,168673.66
CUST1009169,2026-06,10860.09,7,6623.97,0,98917.27,0,N,2,N,MOBILE_APP,6011,8,1762628
CUST1009170,2026-06,739.97,36,722.79,0,11875.02,0,N,3,N,MOBILE_APP,0000,2,249488.89
CUST1009171,2026-06,11272.57,6,11272.57,0,32387.74,0,Y,1,N,MOBILE_APP,5411,26,482591
CUST1009172,2026-06,444.6,14,388.21,0,2154.95,7,N,2,N,INTERNET_BANKING,5411,25,33573.22
CUST1009173,2026-06,3099.68,16,2270.71,18893.61,0,8,Y,2,N,UPI,5691,10,1239546.31
CUST1009174,2026-06,49467.9,14,2848.52,0,490305.87,5,N,1,N,MOBILE_APP,4814,22,940246.8
CUST1009175,2026-06,2878.24,19,1401.88,9733.52,5881.37,0,Y,2,N,MOBILE_APP,5411,2,536736.4300000001
CUST1009176,2026-06,130524.57,23,20714.9,1681534.89,53326.17,5,Y,3,N,MOBILE_APP,5812,1,637611.11
CUST1009177,2026-06,1972.12,20,1479.66,21635.22,8040.69,10,N,4,N,MOBILE_APP,5541,1,67976.21000000001
CUST1009178,2026-06,5921.53,20,7256.59,32020.95,112702.58,6,N,6,N,MOBILE_APP,4814,5,1911856.86
CUST1009179,2026-06,1627.32,14,1171.22,19574.54,2358.47,3,Y,3,N,UPI,0000,9,1528558.85
CUST1009180,2026-06,1118.95,6,1118.95,0,5047.91,5,Y,1,N,MOBILE_APP,5814,6,472531.58
CUST1009181,2026-06,2313.07,8,2313.07,7239.99,0,0,N,1,N,ATM,5541,14,470253.22
CUST1009182,2026-06,8577.09,18,12437.62,41714.96,33334.66,8,N,4,N,MOBILE_APP,6513,8,1089166.59
CUST1009183,2026-06,5840.1,33,5161.21,0,74566.97,10,N,5,N,MOBILE_APP,7399,2,186535.3
CUST1009184,2026-06,4217.66,31,3212.93,10112.23,52004.35,14,Y,4,N,POS,4900,8,917746.99
CUST1009185,2026-06,4731.69,41,7394.65,17467.48,55995.19,16,Y,4,N,MOBILE_APP,7399,8,185707.73
CUST1009186,2026-06,2135.85,13,1399.08,0,14091.34,6,N,2,N,MOBILE_APP,5541,0,1354305.04
CUST1009187,2026-06,5634.7,15,6089.32,40851.63,30551.49,9,Y,4,N,INTERNET_BANKING,0000,2,446052.88
CUST1009188,2026-06,977.85,23,890.78,0,4942.26,14,N,3,N,MOBILE_APP,7399,1,354353.99
CUST1009189,2026-06,2233.45,13,421.26,1732.16,28909.01,8,Y,3,N,UPI,5912,0,597322.42
CUST1009190,2026-06,15944.06,18,14725.31,0,77437.14,0,N,3,N,MOBILE_APP,8299,16,1588472.03
CUST1009191,2026-06,8124.51,28,3676.85,1035.15,50626.5,14,Y,4,N,INTERNET_BANKING,8299,3,701161.15
CUST1009192,2026-06,7255.29,13,7255.29,14668.67,0,8,N,1,N,INTERNET_BANKING,5411,3,925797.67
CUST1009193,2026-06,6833.52,6,6833.52,0,15736.12,0,N,1,N,MOBILE_APP,5814,2,2912373.77
CUST1009194,2026-06,41327.5,30,13589.39,426759.49,33505.08,4,Y,6,N,MOBILE_APP,0000,1,619650.98
CUST1009195,2026-06,8457.950000000001,11,6755.78,0,64003.26,0,Y,2,N,MOBILE_APP,0000,12,902196.35
CUST1009196,2026-06,2301.3,18,762.28,11657.82,1602.05,7,Y,2,N,MOBILE_APP,5411,1,549395.54
CUST1009197,2026-06,4082.97,5,4082.97,0,8778.139999999999,0,N,1,N,MOBILE_APP,5732,6,604341.5
CUST1009198,2026-06,6766.77,13,5548.77,12483.85,19935.09,0,Y,2,N,INTERNET_BANKING,5411,0,2340724.45
CUST1009199,2026-06,6864.61,14,3505.32,0,64993.64,0,Y,2,N,MOBILE_APP,5814,3,799283.49
CUST1009200,2026-06,8649.870000000001,22,6561.98,58172.99,19847.51,0,N,3,N,INTERNET_BANKING,5411,3,177961.33
CUST1009201,2026-06,9217.959999999999,14,4891.73,16114.84,112186.77,4,Y,3,N,MOBILE_APP,7399,9,1455201.48
CUST1009202,2026-06,11124.42,9,3476.73,72879.69,8778.690000000001,3,N,2,N,INTERNET_BANKING,5912,8,876520.26
CUST1009203,2026-06,2538.68,9,1543.64,0,18685.31,3,Y,2,N,MOBILE_APP,5691,9,289314.05
CUST1009204,2026-06,487.3,8,487.3,0,1966.52,3,N,1,N,UPI,5411,8,387000.8
CUST1009205,2026-06,797.27,11,797.27,0,1267.08,0,N,1,N,MOBILE_APP,5912,14,1351477.09
CUST1009206,2026-06,2859.53,41,3238.46,0,29809.68,24,N,5,N,UPI,5912,18,169398.38
CUST1009207,2026-06,5384.38,23,7010.55,15368.37,61331.03,10,N,3,N,MOBILE_APP,4814,1,1436548.45
CUST1009208,2026-06,1959.31,24,3191.97,9014.43,21714.04,12,N,4,N,UPI,5541,4,69159.81
CUST1009209,2026-06,3168.59,15,3249.05,0,32707.05,8,Y,3,N,INTERNET_BANKING,6011,7,529406.46
CUST1009210,2026-06,4003.49,25,4638.89,30300.1,12814.15,12,Y,6,N,MOBILE_APP,7399,0,98179.39
CUST1009211,2026-06,4058,28,5390.23,23214,41845.18,12,Y,6,N,MOBILE_APP,5691,0,302216.42
CUST1009212,2026-06,213672.62,13,10552.01,1422158.99,36100.41,6,Y,4,N,INTERNET_BANKING,0000,0,3034555.64
CUST1009213,2026-06,22483.13,17,8918.76,175422.09,61594.97,0,Y,3,N,INTERNET_BANKING,4111,16,184580.09
CUST1009214,2026-06,10404.96,28,12654.07,29736.91,86015.49000000001,0,Y,2,N,MOBILE_APP,4111,1,529924.85
CUST1009215,2026-06,631.42,32,586.0700000000001,6807.83,2023.92,12,Y,3,N,UPI,7399,4,350347.21
CUST1009216,2026-06,14394.6,24,2462,84840.05,5792.58,0,Y,4,N,POS,6011,5,675397.28
CUST1009217,2026-06,5433.36,38,9966.440000000001,4813.21,82140.8,0,Y,4,N,MOBILE_APP,5541,0,549565.84
CUST1009218,2026-06,6024.59,22,6172.76,63386.82,44443.2,3,N,7,N,MOBILE_APP,4900,2,895666.86
CUST1009219,2026-06,13876.8,25,604.24,109523.59,2874.76,0,Y,3,N,INTERNET_BANKING,0000,8,59866.33
CUST1009220,2026-06,4407.78,21,1094.79,3511.3,54157.14,0,Y,2,N,MOBILE_APP,7399,3,401165.46
CUST1009221,2026-06,5521.27,11,5521.27,0,17383.49,7,Y,1,N,MOBILE_APP,4900,14,710110.08
CUST1009222,2026-06,3456.69,29,4226.99,2114.53,39732.43,21,N,4,N,MOBILE_APP,5691,0,735504.2
CUST1009223,2026-06,5821.24,24,7767.03,33718.09,70232.3,6,Y,7,N,MOBILE_APP,0000,1,363953.7
CUST1009224,2026-06,129688.58,18,11887.62,1576224.45,20555.49,3,Y,4,N,MOBILE_APP,4111,11,1875584.82
CUST1009225,2026-06,7730.51,29,5764,22338.22,38784.74,8,Y,3,N,MOBILE_APP,5732,10,1637300.78
CUST1009226,2026-06,6887.27,15,4291.5,0,44589.27,14,Y,2,N,UPI,5691,16,1173113.86
CUST1009227,2026-06,1141,28,1216.58,0,10988.34,0,N,3,N,MOBILE_APP,6011,6,111566.56
CUST1009228,2026-06,2616.18,13,1221.37,7248.16,4545.67,0,N,2,N,POS,5732,19,89989.95
CUST1009229,2026-06,97666.60000000001,33,8950.23,584908.14,106115.32,7,Y,4,N,MOBILE_APP,4111,9,401574.3
CUST1009230,2026-06,2754.03,32,3494.16,0,21994.85,7,N,4,N,UPI,5411,4,772155.1899999999
CUST1009231,2026-06,323.28,0,0,0,0,0,N,0,N,,,999,356434.34
CUST1009232,2026-06,167021.81,10,6008.14,1012999.3,0,3,Y,2,N,MOBILE_APP,5732,11,640202.67
CUST1009233,2026-06,4070.73,25,3857.48,8526.459999999999,80652.97,8,Y,5,N,UPI,8299,8,761757.59
CUST1009234,2026-06,4235.6,69,9406.67,3141.37,129489.67,16,Y,6,N,MOBILE_APP,8299,2,674054.15
CUST1009235,2026-06,82824.57000000001,28,7131.81,872444.42,21621.75,7,Y,3,N,MOBILE_APP,0000,5,654482.71
CUST1009236,2026-06,20837.53,16,17734.52,0,178041.38,8,N,1,N,ATM,5732,6,2149654.4
CUST1009237,2026-06,445.47,0,0,0,0,0,N,0,N,,,999,292644.05
CUST1009238,2026-06,16173.23,17,7153.62,0,55168.64,7,Y,2,N,INTERNET_BANKING,4900,2,1185590.86
CUST1009239,2026-06,325.2,25,157.41,285.62,3359.17,0,N,3,N,INTERNET_BANKING,5411,6,12668.95
CUST1009240,2026-06,2079.93,42,2924.24,5223.91,44206.73,21,Y,5,N,ATM,5912,0,1204764.81
CUST1009241,2026-06,18820.45,20,10109.29,109105.63,40563.31,0,Y,3,N,UPI,5912,13,784342.17
CUST1009242,2026-06,232.59,9,232.59,623.29,0,0,N,1,N,MOBILE_APP,5541,9,357649.4
CUST1009243,2026-06,6416.84,10,4646.18,0,28344.93,5,Y,2,N,BRANCH,4814,21,1597141.89
CUST1009244,2026-06,12210.05,9,12210.05,22032.37,0,8,Y,1,N,MOBILE_APP,0000,8,279039.02
CUST1009245,2026-06,13140.75,9,13140.75,36837.07,0,8,Y,1,N,BRANCH,6513,6,2401225.49
CUST1009246,2026-06,31003.88,27,7340.82,471505.54,40153.59,0,Y,5,N,MOBILE_APP,5912,5,773312.13
CUST1009247,2026-06,21644.73,38,4095.25,412329.77,9121.379999999999,5,Y,6,N,ATM,8299,2,764957.4
CUST1009248,2026-06,1550.61,20,834.4,553.35,8471.42,0,Y,3,N,MOBILE_APP,6011,1,86216.48
CUST1009249,2026-06,114.33,0,0,0,0,0,N,0,N,,,999,355114.4
CUST1009250,2026-06,3501.67,26,3283.19,10728.81,67363.89,3,Y,5,N,MOBILE_APP,6011,5,735044.77
CUST1009251,2026-06,12784.19,14,3123.74,0,57089.02,6,N,2,N,INTERNET_BANKING,5812,17,220997.87
CUST1009252,2026-06,34122.92,30,11819.27,611250.47,43381.04,6,Y,3,N,MOBILE_APP,4111,2,577683.33
CUST1009253,2026-06,9985.139999999999,21,16090.64,107092.34,33090.79,8,N,5,N,MOBILE_APP,5691,0,602895.75
CUST1009254,2026-06,25247.73,23,12461.29,0,208256.74,6,Y,3,N,MOBILE_APP,8299,7,2256820.15
CUST1009255,2026-06,1038.46,23,841.89,3167.34,4628.93,12,N,2,N,INTERNET_BANKING,4111,2,388628.48
CUST1009256,2026-06,1062.43,30,1229.89,5585.49,14424.11,10,N,5,N,MOBILE_APP,5912,0,223646.47
CUST1009257,2026-06,40227.89,20,2843.46,403801.24,12935.31,0,N,4,N,MOBILE_APP,4111,8,394369.88
CUST1009258,2026-06,1168.75,30,1075.05,0,8818.9,15,N,4,N,UPI,4111,2,105867.12
CUST1009259,2026-06,662.5700000000001,13,662.5700000000001,0,3130.4,0,Y,1,N,MOBILE_APP,5691,26,415434.89
CUST1009260,2026-06,2069.67,10,1346.25,10519.29,5738.12,3,N,2,N,MOBILE_APP,5691,5,110323.88
CUST1009261,2026-06,2666.51,10,2666.51,0,8765.17,6,Y,1,N,MOBILE_APP,6011,5,375272.82
CUST1009262,2026-06,13419.68,18,9935.629999999999,0,235769.51,12,N,4,N,INTERNET_BANKING,5812,1,597146.04
CUST1009263,2026-06,13386.72,36,12542.58,96263.49000000001,292024.29,15,N,7,N,POS,7399,4,1261625.56
CUST1009264,2026-06,4690.23,32,4630.77,21803.44,26815.74,8,N,4,N,MOBILE_APP,4111,4,1299320.52
CUST1009265,2026-06,4634.08,23,4511.59,56019.97,15789.55,6,Y,5,N,MOBILE_APP,5732,4,429076.55
CUST1009266,2026-06,819.8,18,815.6900000000001,0,5901.94,0,Y,3,N,UPI,5812,7,801531.83
CUST1009267,2026-06,1956.01,12,2038.66,878.59,11247.11,6,N,2,N,BRANCH,5411,21,1114118.15
CUST1009268,2026-06,2118.04,29,1758.67,14592.22,4317.61,8,N,3,N,BRANCH,8299,12,140210.27
CUST1009269,2026-06,2480.82,36,3032.58,8556.700000000001,29625.06,14,N,5,N,INTERNET_BANKING,4900,0,591494.0699999999
CUST1009270,2026-06,7254.82,15,4730.67,11029.88,40819.76,0,Y,2,N,MOBILE_APP,4900,11,1053916.61
CUST1009271,2026-06,6890.06,15,4700.4,46378.44,0,6,N,2,N,MOBILE_APP,5812,4,599758.59
CUST1009272,2026-06,18887.86,15,20838.62,96607.64999999999,96982.75999999999,9,N,3,N,UPI,6513,8,1679750.9
CUST1009273,2026-06,2888.65,12,828.64,7472.28,4076.83,0,Y,2,N,MOBILE_APP,5812,22,387821.26
CUST1009274,2026-06,3627.14,41,5179.66,2010.75,62903.03,0,N,5,N,MOBILE_APP,0000,0,363654
CUST1009275,2026-06,1377.76,7,1377.76,4405.25,0,0,N,1,N,MOBILE_APP,4111,25,560852.1899999999
CUST1009276,2026-06,2642.91,22,3010.63,7940.12,15023.98,0,N,3,N,MOBILE_APP,5691,9,496565.35
CUST1009277,2026-06,1732.51,26,1327.64,9396.700000000001,5974.96,16,N,3,N,MOBILE_APP,4900,8,397149.45
CUST1009278,2026-06,20194.48,20,1971.28,3369.93,344314.25,8,N,4,N,MOBILE_APP,5691,2,251462.29
CUST1009279,2026-06,7366.78,15,1373.94,50308.19,0,0,N,2,N,BRANCH,6513,16,1202455.86
CUST1009280,2026-06,3255.85,39,4039.82,21341.65,24085.39,18,N,5,N,MOBILE_APP,5411,4,837010.22
CUST1009281,2026-06,2480.26,17,1967.58,0,19609.69,7,Y,2,N,MOBILE_APP,5541,24,304443.03
