CustID,Date of login,Days since last login (sn),Location,App details,Phone/device details,Login count 30D (sn),Login count 90D (sn),Last app version (sn),Preferred login hour (sn),Device OS (sn),Session ID latest (sn)
CUST1006622,2026-05-06,55,Chennai,Axis Mobile/Open App v12.1.2,iPhone 14,5,24,12.1.2,15,iOS,SID50006622
CUST1006623,2026-05-29,32,Indore,Axis Mobile/Open App v12.1.2,Oppo Reno8,3,38,12.1.2,18,Android,SID50006623
CUST1006624,2026-06-18,12,Nashik,Axis Mobile/Open App v11.4.0,Oppo Reno8,6,15,11.4.0,23,Android,SID50006624
CUST1006625,2026-04-03,88,Jaipur,Axis Mobile/Open App v11.2.0,Samsung Galaxy S23,2,43,11.2.0,14,Android,SID50006625
CUST1006626,2026-06-11,19,Hyderabad,Axis Mobile/Open App v11.4.0,OnePlus 11,16,23,11.4.0,18,Android,SID50006626
CUST1006627,2026-06-01,29,Mumbai,Axis Mobile/Open App v11.3.1,Redmi Note 12,2,10,11.3.1,15,Android,SID50006627
CUST1006628,2026-06-21,9,Coimbatore,Axis Mobile/Open App v11.2.0,OnePlus 11,9,47,11.2.0,17,Android,SID50006628
CUST1006629,2026-06-09,21,Indore,Axis Mobile/Open App v12.0.0,iPhone 13,8,19,12.0.0,16,iOS,SID50006629
CUST1006630,2026-05-09,52,Ahmedabad,Axis Mobile/Open App v11.4.0,Redmi Note 12,1,17,11.4.0,19,Android,SID50006630
CUST1006631,2026-05-12,49,Nagpur,Axis Mobile/Open App v11.4.0,Oppo Reno8,0,21,11.4.0,22,Android,SID50006631
CUST1006632,2026-04-06,85,Mumbai,Axis Mobile/Open App v12.0.0,Redmi Note 12,0,23,12.0.0,18,Android,SID50006632
CUST1006633,2026-02-26,124,Coimbatore,Axis Mobile/Open App v11.2.0,OnePlus 11,0,15,11.2.0,23,Android,SID50006633
CUST1006634,2026-02-02,148,Jaipur,Axis Mobile/Open App v11.4.0,OnePlus 11,0,26,11.4.0,12,Android,SID50006634
CUST1006635,2026-04-15,76,Delhi,Axis Mobile/Open App v11.3.1,iPhone 14,0,19,11.3.1,18,iOS,SID50006635
CUST1006636,2026-04-19,72,Lucknow,Axis Mobile/Open App v12.1.2,Oppo Reno8,6,25,12.1.2,15,Android,SID50006636
CUST1006637,2026-04-18,73,Indore,Axis Mobile/Open App v11.2.0,Vivo V27,0,6,11.2.0,20,Android,SID50006637
CUST1006638,2026-06-26,4,Mumbai,Axis Mobile/Open App v12.1.2,Redmi Note 12,6,20,12.1.2,15,Android,SID50006638
CUST1006639,2026-06-18,12,Mumbai,Axis Mobile/Open App v12.0.0,iPhone 13,0,18,12.0.0,19,iOS,SID50006639
CUST1006640,2026-04-15,76,Ahmedabad,Axis Mobile/Open App v12.0.0,Vivo V27,6,16,12.0.0,16,Android,SID50006640
CUST1006641,2026-06-15,15,Chennai,Axis Mobile/Open App v12.0.0,iPhone 13,7,23,12.0.0,15,iOS,SID50006641
CUST1006642,2026-01-01,180,Mumbai,Axis Mobile/Open App v11.4.0,Samsung Galaxy A54,0,1,11.4.0,12,Android,SID50006642
CUST1006643,2026-05-25,36,Coimbatore,Axis Mobile/Open App v12.0.0,Redmi Note 12,8,35,12.0.0,19,Android,SID50006643
CUST1006644,2026-06-30,0,Jaipur,Axis Mobile/Open App v11.3.1,Samsung Galaxy S23,7,68,11.3.1,23,Android,SID50006644
CUST1006645,2026-05-21,40,Bhopal,Axis Mobile/Open App v11.3.1,iPhone 14,2,21,11.3.1,23,iOS,SID50006645
CUST1006646,2026-02-21,129,Bhopal,Axis Mobile/Open App v11.3.1,OnePlus 11,0,12,11.3.1,17,Android,SID50006646
CUST1006647,2026-06-13,17,Ahmedabad,Axis Mobile/Open App v12.1.2,iPhone 15,7,35,12.1.2,21,iOS,SID50006647
CUST1006648,2026-02-15,135,Jaipur,Axis Mobile/Open App v11.2.0,iPhone 14,0,0,11.2.0,17,iOS,SID50006648
CUST1006649,2026-05-21,40,Bengaluru,Axis Mobile/Open App v11.4.0,Redmi Note 12,0,29,11.4.0,23,Android,SID50006649
CUST1006650,2026-06-19,11,Nagpur,Axis Mobile/Open App v11.4.0,Samsung Galaxy A54,1,1,11.4.0,16,Android,SID50006650
CUST1006651,2026-05-31,30,Patna,Axis Mobile/Open App v11.3.1,iPhone 14,13,26,11.3.1,16,iOS,SID50006651
CUST1006652,2026-06-12,18,Surat,Axis Mobile/Open App v11.4.0,iPhone 13,7,7,11.4.0,15,iOS,SID50006652
CUST1006653,2026-06-25,5,Indore,Axis Mobile/Open App v11.2.0,iPhone 14,15,27,11.2.0,17,iOS,SID50006653
CUST1006654,2026-06-08,22,Nashik,Axis Mobile/Open App v12.0.0,iPhone 13,16,51,12.0.0,23,iOS,SID50006654
CUST1006655,2026-06-22,8,Bengaluru,Axis Mobile/Open App v11.3.1,OnePlus 11,17,66,11.3.1,23,Android,SID50006655
CUST1006656,2026-06-30,0,Lucknow,Axis Mobile/Open App v12.1.2,Oppo Reno8,10,38,12.1.2,10,Android,SID50006656
CUST1006657,2026-03-15,107,Hyderabad,Axis Mobile/Open App v11.2.0,Samsung Galaxy S23,2,25,11.2.0,11,Android,SID50006657
CUST1006658,2026-06-21,9,Lucknow,Axis Mobile/Open App v11.3.1,Samsung Galaxy S23,13,53,11.3.1,20,Android,SID50006658
CUST1006659,2026-06-15,15,Coimbatore,Axis Mobile/Open App v11.4.0,iPhone 15,16,45,11.4.0,21,iOS,SID50006659
CUST1006660,2026-05-14,47,Ahmedabad,Axis Mobile/Open App v11.2.0,Oppo Reno8,0,23,11.2.0,22,Android,SID50006660
CUST1006661,2026-06-11,19,Surat,Axis Mobile/Open App v11.3.1,iPhone 13,5,28,11.3.1,19,iOS,SID50006661
CUST1006662,2026-06-03,27,Chennai,Axis Mobile/Open App v11.4.0,Samsung Galaxy A54,9,9,11.4.0,11,Android,SID50006662
CUST1006663,2026-04-25,66,Mumbai,Axis Mobile/Open App v11.3.1,Oppo Reno8,4,32,11.3.1,12,Android,SID50006663
CUST1006664,2026-06-06,24,Pune,Axis Mobile/Open App v11.3.1,Oppo Reno8,0,15,11.3.1,11,Android,SID50006664
CUST1006665,2026-06-22,8,Mumbai,Axis Mobile/Open App v11.2.0,iPhone 13,16,64,11.2.0,19,iOS,SID50006665
CUST1006666,2026-06-27,3,Hyderabad,Axis Mobile/Open App v11.3.1,Redmi Note 12,13,30,11.3.1,18,Android,SID50006666
CUST1006667,2026-05-02,59,Bengaluru,Axis Mobile/Open App v11.4.0,iPhone 14,3,14,11.4.0,20,iOS,SID50006667
CUST1006668,2026-06-17,13,Coimbatore,Axis Mobile/Open App v11.2.0,iPhone 13,12,12,11.2.0,11,iOS,SID50006668
CUST1006669,2026-04-20,71,Pune,Axis Mobile/Open App v12.1.2,Samsung Galaxy A54,1,4,12.1.2,15,Android,SID50006669
CUST1006670,2026-05-20,41,Jaipur,Axis Mobile/Open App v11.2.0,Oppo Reno8,0,0,11.2.0,18,Android,SID50006670
CUST1006671,2026-06-26,4,Nashik,Axis Mobile/Open App v12.1.2,Samsung Galaxy A54,13,49,12.1.2,22,Android,SID50006671
CUST1006672,2026-05-21,40,Patna,Axis Mobile/Open App v11.4.0,iPhone 13,1,1,11.4.0,13,iOS,SID50006672
CUST1006673,2026-06-21,9,Hyderabad,Axis Mobile/Open App v11.4.0,iPhone 15,4,19,11.4.0,19,iOS,SID50006673
CUST1006674,2026-01-24,157,Lucknow,Axis Mobile/Open App v12.0.0,Samsung Galaxy S23,0,24,12.0.0,9,Android,SID50006674
CUST1006675,2026-05-21,40,Mumbai,Axis Mobile/Open App v12.0.0,Samsung Galaxy A54,0,18,12.0.0,16,Android,SID50006675
CUST1006676,2026-04-22,69,Chennai,Axis Mobile/Open App v12.1.2,Samsung Galaxy A54,1,1,12.1.2,14,Android,SID50006676
CUST1006677,2026-05-23,38,Indore,Axis Mobile/Open App v11.2.0,OnePlus 11,5,25,11.2.0,18,Android,SID50006677
CUST1006678,2026-05-10,51,Pune,Axis Mobile/Open App v12.1.2,Vivo V27,5,48,12.1.2,11,Android,SID50006678
CUST1006679,2026-05-08,53,Surat,Axis Mobile/Open App v11.2.0,Vivo V27,0,4,11.2.0,11,Android,SID50006679
CUST1006680,2026-06-28,2,Lucknow,Axis Mobile/Open App v12.0.0,Vivo V27,16,55,12.0.0,23,Android,SID50006680
CUST1006681,2026-04-05,86,Mumbai,Axis Mobile/Open App v12.1.2,Vivo V27,4,20,12.1.2,12,Android,SID50006681
CUST1006682,2026-04-23,68,Nashik,Axis Mobile/Open App v11.3.1,Oppo Reno8,0,0,11.3.1,12,Android,SID50006682
CUST1006683,2026-04-05,86,Indore,Axis Mobile/Open App v11.3.1,Samsung Galaxy A54,0,28,11.3.1,8,Android,SID50006683
CUST1006684,2026-06-30,0,Bengaluru,Axis Mobile/Open App v11.4.0,iPhone 14,13,44,11.4.0,23,iOS,SID50006684
CUST1006685,2026-06-16,14,Mumbai,Axis Mobile/Open App v11.2.0,Redmi Note 12,2,23,11.2.0,16,Android,SID50006685
CUST1006686,2026-04-07,84,Nashik,Axis Mobile/Open App v12.1.2,OnePlus 11,0,5,12.1.2,19,Android,SID50006686
CUST1006687,2026-06-02,28,Bhopal,Axis Mobile/Open App v12.0.0,Samsung Galaxy A54,11,45,12.0.0,16,Android,SID50006687
CUST1006688,2026-06-10,20,Patna,Axis Mobile/Open App v12.1.2,Vivo V27,34,80,12.1.2,14,Android,SID50006688
CUST1006689,2026-05-01,60,Surat,Axis Mobile/Open App v11.4.0,iPhone 14,4,30,11.4.0,19,iOS,SID50006689
CUST1006690,2026-06-24,6,Patna,Axis Mobile/Open App v11.2.0,iPhone 13,16,34,11.2.0,16,iOS,SID50006690
CUST1006691,2026-06-12,18,Jaipur,Axis Mobile/Open App v11.2.0,Vivo V27,0,18,11.2.0,18,Android,SID50006691
CUST1006692,2026-04-09,82,Hyderabad,Axis Mobile/Open App v12.0.0,Samsung Galaxy S23,0,20,12.0.0,19,Android,SID50006692
CUST1006693,2026-06-21,9,Pune,Axis Mobile/Open App v11.2.0,iPhone 14,11,30,11.2.0,18,iOS,SID50006693
CUST1006694,2026-06-22,8,Hyderabad,Axis Mobile/Open App v12.0.0,Samsung Galaxy S23,0,8,12.0.0,16,Android,SID50006694
CUST1006695,2026-06-12,18,Delhi,Axis Mobile/Open App v11.2.0,Samsung Galaxy A54,16,41,11.2.0,15,Android,SID50006695
CUST1006696,2026-05-16,45,Pune,Axis Mobile/Open App v12.1.2,Oppo Reno8,1,38,12.1.2,16,Android,SID50006696
CUST1006697,2026-03-15,107,Mumbai,Axis Mobile/Open App v12.1.2,iPhone 15,0,9,12.1.2,23,iOS,SID50006697
CUST1006698,2026-05-21,40,Jaipur,Axis Mobile/Open App v12.1.2,Samsung Galaxy A54,0,0,12.1.2,18,Android,SID50006698
CUST1006699,2026-05-05,56,Nashik,Axis Mobile/Open App v11.3.1,iPhone 13,10,28,11.3.1,17,iOS,SID50006699
CUST1006700,2026-06-21,9,Mumbai,Axis Mobile/Open App v12.1.2,Oppo Reno8,11,32,12.1.2,9,Android,SID50006700
CUST1006701,2026-06-19,11,Bengaluru,Axis Mobile/Open App v11.3.1,Vivo V27,12,39,11.3.1,16,Android,SID50006701
CUST1006702,2026-04-27,64,Hyderabad,Axis Mobile/Open App v12.1.2,Vivo V27,10,25,12.1.2,10,Android,SID50006702
CUST1006703,2026-06-22,8,Mumbai,Axis Mobile/Open App v11.4.0,iPhone 15,6,29,11.4.0,20,iOS,SID50006703
CUST1006704,2026-01-01,180,Surat,Axis Mobile/Open App v11.2.0,Vivo V27,2,2,11.2.0,17,Android,SID50006704
CUST1006705,2026-06-16,14,Chennai,Axis Mobile/Open App v12.0.0,iPhone 15,9,47,12.0.0,20,iOS,SID50006705
CUST1006706,2026-06-30,0,Surat,Axis Mobile/Open App v12.1.2,Samsung Galaxy A54,6,36,12.1.2,18,Android,SID50006706
CUST1006707,2026-01-01,180,Indore,Axis Mobile/Open App v11.3.1,iPhone 13,7,36,11.3.1,15,iOS,SID50006707
CUST1006708,2026-06-20,10,Jaipur,Axis Mobile/Open App v11.4.0,iPhone 13,22,39,11.4.0,13,iOS,SID50006708
CUST1006709,2026-06-20,10,Chennai,Axis Mobile/Open App v11.3.1,OnePlus 11,15,51,11.3.1,17,Android,SID50006709
CUST1006710,2026-03-12,110,Coimbatore,Axis Mobile/Open App v11.2.0,Oppo Reno8,0,18,11.2.0,10,Android,SID50006710
CUST1006711,2026-06-28,2,Pune,Axis Mobile/Open App v11.2.0,iPhone 15,9,29,11.2.0,15,iOS,SID50006711
CUST1006712,2026-06-28,2,Jaipur,Axis Mobile/Open App v12.0.0,OnePlus 11,9,24,12.0.0,17,Android,SID50006712
CUST1006713,2026-04-21,70,Jaipur,Axis Mobile/Open App v11.3.1,Samsung Galaxy A54,3,9,11.3.1,13,Android,SID50006713
CUST1006714,2026-06-23,7,Lucknow,Axis Mobile/Open App v12.1.2,Redmi Note 12,0,8,12.1.2,10,Android,SID50006714
CUST1006715,2026-06-21,9,Surat,Axis Mobile/Open App v12.1.2,Redmi Note 12,1,20,12.1.2,14,Android,SID50006715
CUST1006716,2026-05-25,36,Nagpur,Axis Mobile/Open App v12.1.2,Oppo Reno8,2,19,12.1.2,8,Android,SID50006716
CUST1006717,2026-06-15,15,Surat,Axis Mobile/Open App v12.1.2,Samsung Galaxy S23,13,22,12.1.2,11,Android,SID50006717
CUST1006718,2026-01-01,180,Nashik,Axis Mobile/Open App v12.1.2,Vivo V27,0,14,12.1.2,17,Android,SID50006718
CUST1006719,2026-06-30,0,Surat,Axis Mobile/Open App v12.1.2,Oppo Reno8,15,42,12.1.2,18,Android,SID50006719
CUST1006720,2026-03-21,101,Patna,Axis Mobile/Open App v11.2.0,iPhone 13,7,15,11.2.0,13,iOS,SID50006720
CUST1006721,2026-05-20,41,Indore,Axis Mobile/Open App v11.2.0,Samsung Galaxy A54,4,51,11.2.0,18,Android,SID50006721
CUST1006722,2026-05-11,50,Hyderabad,Axis Mobile/Open App v11.4.0,Samsung Galaxy A54,0,30,11.4.0,15,Android,SID50006722
CUST1006723,2026-06-17,13,Bengaluru,Axis Mobile/Open App v11.4.0,Vivo V27,23,33,11.4.0,14,Android,SID50006723
CUST1006724,2026-05-03,58,Lucknow,Axis Mobile/Open App v11.2.0,Samsung Galaxy A54,0,2,11.2.0,10,Android,SID50006724
CUST1006725,2026-05-18,43,Patna,Axis Mobile/Open App v11.2.0,Samsung Galaxy S23,6,6,11.2.0,16,Android,SID50006725
CUST1006726,2026-06-25,5,Bengaluru,Axis Mobile/Open App v12.1.2,Oppo Reno8,21,64,12.1.2,23,Android,SID50006726
CUST1006727,2026-05-27,34,Lucknow,Axis Mobile/Open App v11.3.1,Redmi Note 12,2,19,11.3.1,23,Android,SID50006727
CUST1006728,2026-06-29,1,Nagpur,Axis Mobile/Open App v12.1.2,OnePlus 11,15,31,12.1.2,15,Android,SID50006728
CUST1006729,2026-06-04,26,Surat,Axis Mobile/Open App v12.1.2,Samsung Galaxy S23,16,36,12.1.2,17,Android,SID50006729
CUST1006730,2026-05-14,47,Nashik,Axis Mobile/Open App v11.2.0,Oppo Reno8,0,0,11.2.0,10,Android,SID50006730
CUST1006731,2026-06-07,23,Lucknow,Axis Mobile/Open App v11.2.0,Samsung Galaxy S23,12,27,11.2.0,15,Android,SID50006731
CUST1006732,2026-05-26,35,Pune,Axis Mobile/Open App v12.0.0,Samsung Galaxy S23,2,14,12.0.0,11,Android,SID50006732
CUST1006733,2026-05-29,32,Nagpur,Axis Mobile/Open App v11.2.0,iPhone 15,2,16,11.2.0,14,iOS,SID50006733
CUST1006734,2026-05-06,55,Nashik,Axis Mobile/Open App v11.3.1,iPhone 14,0,17,11.3.1,12,iOS,SID50006734
CUST1006735,2026-04-11,80,Delhi,Axis Mobile/Open App v12.1.2,Oppo Reno8,3,29,12.1.2,16,Android,SID50006735
CUST1006736,2026-04-05,86,Pune,Axis Mobile/Open App v11.3.1,iPhone 13,1,12,11.3.1,17,iOS,SID50006736
CUST1006737,2026-05-27,34,Bengaluru,Axis Mobile/Open App v11.2.0,Vivo V27,0,24,11.2.0,21,Android,SID50006737
CUST1006738,2026-05-07,54,Lucknow,Axis Mobile/Open App v12.0.0,iPhone 15,0,10,12.0.0,6,iOS,SID50006738
CUST1006739,2026-06-07,23,Bengaluru,Axis Mobile/Open App v12.0.0,iPhone 15,12,15,12.0.0,20,iOS,SID50006739
CUST1006740,2026-06-23,7,Indore,Axis Mobile/Open App v12.0.0,Samsung Galaxy S23,8,22,12.0.0,18,Android,SID50006740
CUST1006741,2026-05-01,60,Jaipur,Axis Mobile/Open App v12.0.0,Vivo V27,1,13,12.0.0,18,Android,SID50006741
CUST1006742,2026-06-25,5,Delhi,Axis Mobile/Open App v11.2.0,Vivo V27,18,29,11.2.0,15,Android,SID50006742
CUST1006743,2026-02-18,132,Nagpur,Axis Mobile/Open App v11.2.0,Vivo V27,2,16,11.2.0,10,Android,SID50006743
CUST1006744,2026-06-04,26,Patna,Axis Mobile/Open App v11.4.0,Samsung Galaxy S23,24,52,11.4.0,19,Android,SID50006744
CUST1006745,2026-06-30,0,Jaipur,Axis Mobile/Open App v12.0.0,Vivo V27,2,5,12.0.0,20,Android,SID50006745
CUST1006746,2026-04-08,83,Surat,Axis Mobile/Open App v11.4.0,Samsung Galaxy S23,3,6,11.4.0,11,Android,SID50006746
CUST1006747,2026-06-12,18,Ahmedabad,Axis Mobile/Open App v12.1.2,Samsung Galaxy S23,25,49,12.1.2,23,Android,SID50006747
CUST1006748,2026-06-19,11,Hyderabad,Axis Mobile/Open App v11.2.0,Samsung Galaxy S23,26,41,11.2.0,22,Android,SID50006748
CUST1006749,2026-06-03,27,Nagpur,Axis Mobile/Open App v12.1.2,Redmi Note 12,5,22,12.1.2,6,Android,SID50006749
CUST1006750,2026-05-14,47,Indore,Axis Mobile/Open App v12.0.0,iPhone 13,0,0,12.0.0,15,iOS,SID50006750
CUST1006751,2026-06-16,14,Nagpur,Axis Mobile/Open App v11.3.1,iPhone 14,0,27,11.3.1,16,iOS,SID50006751
CUST1006752,2026-06-01,29,Mumbai,Axis Mobile/Open App v11.3.1,iPhone 14,10,10,11.3.1,10,iOS,SID50006752
CUST1006753,2026-05-17,44,Chennai,Axis Mobile/Open App v11.4.0,iPhone 14,3,38,11.4.0,21,iOS,SID50006753
CUST1006754,2026-06-30,0,Nagpur,Axis Mobile/Open App v11.4.0,OnePlus 11,4,35,11.4.0,17,Android,SID50006754
CUST1006755,2026-06-07,23,Patna,Axis Mobile/Open App v11.3.1,OnePlus 11,5,20,11.3.1,9,Android,SID50006755
CUST1006756,2026-01-01,180,Bhopal,Axis Mobile/Open App v11.4.0,Oppo Reno8,5,23,11.4.0,13,Android,SID50006756
CUST1006757,2026-04-12,79,Indore,Axis Mobile/Open App v12.1.2,Vivo V27,0,0,12.1.2,20,Android,SID50006757
CUST1006758,2026-06-24,6,Jaipur,Axis Mobile/Open App v11.3.1,Vivo V27,22,53,11.3.1,19,Android,SID50006758
CUST1006759,2026-06-16,14,Bhopal,Axis Mobile/Open App v12.1.2,Oppo Reno8,5,5,12.1.2,14,Android,SID50006759
CUST1006760,2026-06-22,8,Jaipur,Axis Mobile/Open App v11.2.0,Vivo V27,21,54,11.2.0,23,Android,SID50006760
CUST1006761,2026-06-16,14,Patna,Axis Mobile/Open App v12.0.0,iPhone 14,5,7,12.0.0,23,iOS,SID50006761
CUST1006762,2026-06-30,0,Hyderabad,Axis Mobile/Open App v11.4.0,iPhone 14,1,35,11.4.0,20,iOS,SID50006762
CUST1006763,2026-06-20,10,Bhopal,Axis Mobile/Open App v12.1.2,Samsung Galaxy S23,9,12,12.1.2,8,Android,SID50006763
CUST1006764,2026-06-29,1,Chennai,Axis Mobile/Open App v12.0.0,Samsung Galaxy A54,20,50,12.0.0,20,Android,SID50006764
CUST1006765,2026-06-28,2,Patna,Axis Mobile/Open App v11.4.0,Samsung Galaxy S23,14,50,11.4.0,19,Android,SID50006765
CUST1006766,2026-03-31,91,Bhopal,Axis Mobile/Open App v12.0.0,iPhone 14,0,42,12.0.0,17,iOS,SID50006766
CUST1006767,2026-04-30,61,Ahmedabad,Axis Mobile/Open App v11.3.1,iPhone 14,0,34,11.3.1,23,iOS,SID50006767
CUST1006768,2026-06-03,27,Pune,Axis Mobile/Open App v12.1.2,Oppo Reno8,22,61,12.1.2,14,Android,SID50006768
CUST1006769,2026-03-08,114,Mumbai,Axis Mobile/Open App v11.2.0,iPhone 13,2,2,11.2.0,11,iOS,SID50006769
CUST1006770,2026-05-31,30,Delhi,Axis Mobile/Open App v11.4.0,iPhone 15,17,33,11.4.0,22,iOS,SID50006770
CUST1006771,2026-06-24,6,Coimbatore,Axis Mobile/Open App v11.3.1,Samsung Galaxy S23,3,37,11.3.1,19,Android,SID50006771
CUST1006772,2026-06-02,28,Bengaluru,Axis Mobile/Open App v12.0.0,Vivo V27,13,37,12.0.0,23,Android,SID50006772
CUST1006773,2026-06-29,1,Pune,Axis Mobile/Open App v12.1.2,iPhone 15,15,42,12.1.2,20,iOS,SID50006773
CUST1006774,2026-06-30,0,Bengaluru,Axis Mobile/Open App v12.1.2,iPhone 14,8,54,12.1.2,22,iOS,SID50006774
CUST1006775,2026-05-21,40,Pune,Axis Mobile/Open App v11.3.1,Redmi Note 12,2,15,11.3.1,20,Android,SID50006775
CUST1006776,2026-05-20,41,Bengaluru,Axis Mobile/Open App v12.0.0,Redmi Note 12,0,47,12.0.0,22,Android,SID50006776
CUST1006777,2026-06-17,13,Indore,Axis Mobile/Open App v12.1.2,Samsung Galaxy A54,3,5,12.1.2,15,Android,SID50006777
CUST1006778,2026-05-22,39,Pune,Axis Mobile/Open App v12.0.0,iPhone 13,4,15,12.0.0,16,iOS,SID50006778
CUST1006779,2026-04-23,68,Bhopal,Axis Mobile/Open App v12.0.0,iPhone 14,0,5,12.0.0,6,iOS,SID50006779
CUST1006780,2026-06-01,29,Chennai,Axis Mobile/Open App v12.0.0,Oppo Reno8,12,23,12.0.0,10,Android,SID50006780
CUST1006781,2026-06-30,0,Hyderabad,Axis Mobile/Open App v11.4.0,Redmi Note 12,3,11,11.4.0,16,Android,SID50006781
CUST1006782,2026-05-05,56,Chennai,Axis Mobile/Open App v12.1.2,Redmi Note 12,5,20,12.1.2,18,Android,SID50006782
CUST1006783,2026-06-29,1,Bengaluru,Axis Mobile/Open App v11.3.1,Vivo V27,8,10,11.3.1,20,Android,SID50006783
CUST1006784,2026-04-29,62,Surat,Axis Mobile/Open App v11.4.0,iPhone 15,3,17,11.4.0,12,iOS,SID50006784
CUST1006785,2026-05-21,40,Surat,Axis Mobile/Open App v11.3.1,OnePlus 11,0,0,11.3.1,16,Android,SID50006785
CUST1006786,2026-05-29,32,Lucknow,Axis Mobile/Open App v11.3.1,Redmi Note 12,0,45,11.3.1,20,Android,SID50006786
CUST1006787,2026-06-28,2,Chennai,Axis Mobile/Open App v11.2.0,Samsung Galaxy S23,13,55,11.2.0,18,Android,SID50006787
CUST1006788,2026-06-25,5,Indore,Axis Mobile/Open App v11.4.0,Samsung Galaxy A54,0,30,11.4.0,17,Android,SID50006788
CUST1006789,2026-05-19,42,Coimbatore,Axis Mobile/Open App v11.4.0,Oppo Reno8,0,0,11.4.0,15,Android,SID50006789
CUST1006790,2026-03-27,95,Nashik,Axis Mobile/Open App v11.4.0,Samsung Galaxy A54,1,21,11.4.0,12,Android,SID50006790
CUST1006791,2026-02-18,132,Nashik,Axis Mobile/Open App v11.2.0,Samsung Galaxy A54,0,6,11.2.0,16,Android,SID50006791
CUST1006792,2026-06-10,20,Ahmedabad,Axis Mobile/Open App v12.1.2,Vivo V27,12,30,12.1.2,18,Android,SID50006792
CUST1006793,2026-04-15,76,Lucknow,Axis Mobile/Open App v11.4.0,iPhone 14,0,9,11.4.0,18,iOS,SID50006793
CUST1006794,2026-05-23,38,Jaipur,Axis Mobile/Open App v12.0.0,Redmi Note 12,5,30,12.0.0,16,Android,SID50006794
CUST1006795,2026-06-26,4,Nashik,Axis Mobile/Open App v11.2.0,Redmi Note 12,23,59,11.2.0,15,Android,SID50006795
CUST1006796,2026-05-22,39,Nashik,Axis Mobile/Open App v11.3.1,Oppo Reno8,5,66,11.3.1,21,Android,SID50006796
CUST1006797,2026-06-02,28,Patna,Axis Mobile/Open App v11.3.1,Samsung Galaxy S23,15,49,11.3.1,21,Android,SID50006797
CUST1006798,2026-06-26,4,Bhopal,Axis Mobile/Open App v11.3.1,OnePlus 11,4,10,11.3.1,11,Android,SID50006798
CUST1006799,2026-04-22,69,Surat,Axis Mobile/Open App v12.1.2,iPhone 14,0,0,12.1.2,17,iOS,SID50006799
CUST1006800,2026-06-28,2,Bhopal,Axis Mobile/Open App v12.0.0,OnePlus 11,5,5,12.0.0,16,Android,SID50006800
CUST1006801,2026-05-20,41,Coimbatore,Axis Mobile/Open App v11.2.0,iPhone 14,3,3,11.2.0,15,iOS,SID50006801
CUST1006802,2026-03-13,109,Coimbatore,Axis Mobile/Open App v11.3.1,Samsung Galaxy A54,1,17,11.3.1,13,Android,SID50006802
CUST1006803,2026-06-22,8,Pune,Axis Mobile/Open App v11.2.0,Samsung Galaxy A54,29,60,11.2.0,23,Android,SID50006803
CUST1006804,2026-01-08,173,Pune,Axis Mobile/Open App v11.3.1,OnePlus 11,4,4,11.3.1,14,Android,SID50006804
CUST1006805,2026-06-24,6,Pune,Axis Mobile/Open App v11.2.0,Redmi Note 12,11,22,11.2.0,19,Android,SID50006805
CUST1006806,2026-06-29,1,Delhi,Axis Mobile/Open App v11.4.0,Samsung Galaxy S23,6,41,11.4.0,20,Android,SID50006806
CUST1006807,2026-06-06,24,Chennai,Axis Mobile/Open App v11.2.0,iPhone 14,12,37,11.2.0,21,iOS,SID50006807
CUST1006808,2026-05-10,51,Indore,Axis Mobile/Open App v11.3.1,iPhone 13,0,33,11.3.1,16,iOS,SID50006808
CUST1006809,2026-06-17,13,Nagpur,Axis Mobile/Open App v11.2.0,Samsung Galaxy A54,15,20,11.2.0,16,Android,SID50006809
CUST1006810,2026-06-07,23,Bhopal,Axis Mobile/Open App v11.2.0,Samsung Galaxy S23,13,17,11.2.0,15,Android,SID50006810
CUST1006811,2026-05-08,53,Hyderabad,Axis Mobile/Open App v11.4.0,Redmi Note 12,0,31,11.4.0,18,Android,SID50006811
CUST1006812,2026-06-12,18,Indore,Axis Mobile/Open App v12.0.0,Samsung Galaxy A54,4,26,12.0.0,15,Android,SID50006812
CUST1006813,2026-06-25,5,Pune,Axis Mobile/Open App v11.3.1,Samsung Galaxy S23,10,40,11.3.1,9,Android,SID50006813
CUST1006814,2026-06-30,0,Bengaluru,Axis Mobile/Open App v12.1.2,Oppo Reno8,10,41,12.1.2,15,Android,SID50006814
CUST1006815,2026-01-07,174,Chennai,Axis Mobile/Open App v12.1.2,iPhone 13,1,36,12.1.2,9,iOS,SID50006815
CUST1006816,2026-06-23,7,Indore,Axis Mobile/Open App v12.1.2,OnePlus 11,3,33,12.1.2,21,Android,SID50006816
CUST1006817,2026-06-09,21,Ahmedabad,Axis Mobile/Open App v12.0.0,Samsung Galaxy A54,12,42,12.0.0,21,Android,SID50006817
CUST1006818,2026-06-15,15,Chennai,Axis Mobile/Open App v11.4.0,Redmi Note 12,20,41,11.4.0,23,Android,SID50006818
CUST1006819,2026-06-02,28,Nashik,Axis Mobile/Open App v11.2.0,Vivo V27,8,8,11.2.0,15,Android,SID50006819
CUST1006820,2026-06-16,14,Chennai,Axis Mobile/Open App v11.4.0,Redmi Note 12,28,58,11.4.0,18,Android,SID50006820
