Customer ID,Date,Conversion month,Feature month used,Product converted,Product converted name
CUST1013135,2026-07-21,2026-07,2026-06,HL,Home Loan
CUST1013565,2026-07-21,2026-07,2026-06,RD,Recurring Deposit
CUST1013689,2026-07-21,2026-07,2026-06,MF,Mutual Fund
CUST1014075,2026-07-21,2026-07,2026-06,MF,Mutual Fund
CUST1014119,2026-07-21,2026-07,2026-06,CC,Credit Card
CUST1014150,2026-07-21,2026-07,2026-06,RD,Recurring Deposit
CUST1014564,2026-07-21,2026-07,2026-06,PL,Personal Loan
CUST1000057,2026-07-22,2026-07,2026-06,RD,Recurring Deposit
CUST1000577,2026-07-22,2026-07,2026-06,PL,Personal Loan
CUST1001865,2026-07-22,2026-07,2026-06,RD,Recurring Deposit
CUST1002240,2026-07-22,2026-07,2026-06,RD,Recurring Deposit
CUST1002602,2026-07-22,2026-07,2026-06,HL,Home Loan
CUST1002605,2026-07-22,2026-07,2026-06,HL,Home Loan
CUST1002632,2026-07-22,2026-07,2026-06,MF,Mutual Fund
CUST1002801,2026-07-22,2026-07,2026-06,MF,Mutual Fund
CUST1003175,2026-07-22,2026-07,2026-06,CC,Credit Card
CUST1003410,2026-07-22,2026-07,2026-06,RD,Recurring Deposit
CUST1003655,2026-07-22,2026-07,2026-06,MF,Mutual Fund
CUST1003770,2026-07-22,2026-07,2026-06,MF,Mutual Fund
CUST1003783,2026-07-22,2026-07,2026-06,MF,Mutual Fund
CUST1004575,2026-07-22,2026-07,2026-06,RD,Recurring Deposit
CUST1004577,2026-07-22,2026-07,2026-06,PL,Personal Loan
CUST1004635,2026-07-22,2026-07,2026-06,PL,Personal Loan
CUST1004723,2026-07-22,2026-07,2026-06,CC,Credit Card
CUST1004808,2026-07-22,2026-07,2026-06,MF,Mutual Fund
CUST1004850,2026-07-22,2026-07,2026-06,CC,Credit Card
CUST1005024,2026-07-22,2026-07,2026-06,RD,Recurring Deposit
CUST1007287,2026-07-22,2026-07,2026-06,CC,Credit Card
CUST1007933,2026-07-22,2026-07,2026-06,RD,Recurring Deposit
CUST1008008,2026-07-22,2026-07,2026-06,RD,Recurring Deposit
CUST1008253,2026-07-22,2026-07,2026-06,CC,Credit Card
CUST1008329,2026-07-22,2026-07,2026-06,MF,Mutual Fund
CUST1008679,2026-07-22,2026-07,2026-06,CC,Credit Card
CUST1008702,2026-07-22,2026-07,2026-06,MF,Mutual Fund
CUST1009538,2026-07-22,2026-07,2026-06,HL,Home Loan
CUST1009620,2026-07-22,2026-07,2026-06,MF,Mutual Fund
CUST1009945,2026-07-22,2026-07,2026-06,MF,Mutual Fund
CUST1010885,2026-07-22,2026-07,2026-06,HL,Home Loan
CUST1011085,2026-07-22,2026-07,2026-06,PL,Personal Loan
CUST1011482,2026-07-22,2026-07,2026-06,CC,Credit Card
CUST1011583,2026-07-22,2026-07,2026-06,RD,Recurring Deposit
CUST1011638,2026-07-22,2026-07,2026-06,CC,Credit Card
CUST1012192,2026-07-22,2026-07,2026-06,PL,Personal Loan
CUST1012198,2026-07-22,2026-07,2026-06,MF,Mutual Fund
CUST1012407,2026-07-22,2026-07,2026-06,PL,Personal Loan
CUST1012732,2026-07-22,2026-07,2026-06,CC,Credit Card
CUST1013139,2026-07-22,2026-07,2026-06,RD,Recurring Deposit
CUST1013276,2026-07-22,2026-07,2026-06,PL,Personal Loan
CUST1013952,2026-07-22,2026-07,2026-06,MF,Mutual Fund
CUST1014226,2026-07-22,2026-07,2026-06,MF,Mutual Fund
CUST1014841,2026-07-22,2026-07,2026-06,MF,Mutual Fund
CUST1000662,2026-07-23,2026-07,2026-06,MF,Mutual Fund
CUST1000665,2026-07-23,2026-07,2026-06,MF,Mutual Fund
CUST1001223,2026-07-23,2026-07,2026-06,HL,Home Loan
CUST1001885,2026-07-23,2026-07,2026-06,CC,Credit Card
CUST1002051,2026-07-23,2026-07,2026-06,MF,Mutual Fund
CUST1002088,2026-07-23,2026-07,2026-06,HL,Home Loan
CUST1002357,2026-07-23,2026-07,2026-06,PL,Personal Loan
CUST1002396,2026-07-23,2026-07,2026-06,RD,Recurring Deposit
CUST1003230,2026-07-23,2026-07,2026-06,MF,Mutual Fund
CUST1003368,2026-07-23,2026-07,2026-06,PL,Personal Loan
CUST1003888,2026-07-23,2026-07,2026-06,MF,Mutual Fund
CUST1004037,2026-07-23,2026-07,2026-06,RD,Recurring Deposit
CUST1004551,2026-07-23,2026-07,2026-06,CC,Credit Card
CUST1004599,2026-07-23,2026-07,2026-06,CC,Credit Card
CUST1004677,2026-07-23,2026-07,2026-06,PL,Personal Loan
CUST1004776,2026-07-23,2026-07,2026-06,CC,Credit Card
CUST1005128,2026-07-23,2026-07,2026-06,PL,Personal Loan
CUST1005211,2026-07-23,2026-07,2026-06,PL,Personal Loan
CUST1005237,2026-07-23,2026-07,2026-06,PL,Personal Loan
CUST1005389,2026-07-23,2026-07,2026-06,CC,Credit Card
CUST1005802,2026-07-23,2026-07,2026-06,PL,Personal Loan
CUST1005918,2026-07-23,2026-07,2026-06,MF,Mutual Fund
CUST1006277,2026-07-23,2026-07,2026-06,CC,Credit Card
CUST1006521,2026-07-23,2026-07,2026-06,RD,Recurring Deposit
CUST1006694,2026-07-23,2026-07,2026-06,MF,Mutual Fund
CUST1006760,2026-07-23,2026-07,2026-06,PL,Personal Loan
CUST1007706,2026-07-23,2026-07,2026-06,CC,Credit Card
CUST1008368,2026-07-23,2026-07,2026-06,CC,Credit Card
CUST1008545,2026-07-23,2026-07,2026-06,PL,Personal Loan
CUST1008833,2026-07-23,2026-07,2026-06,MF,Mutual Fund
CUST1009432,2026-07-23,2026-07,2026-06,PL,Personal Loan
CUST1009674,2026-07-23,2026-07,2026-06,HL,Home Loan
CUST1009689,2026-07-23,2026-07,2026-06,HL,Home Loan
CUST1009753,2026-07-23,2026-07,2026-06,PL,Personal Loan
CUST1009836,2026-07-23,2026-07,2026-06,PL,Personal Loan
CUST1009978,2026-07-23,2026-07,2026-06,MF,Mutual Fund
CUST1010374,2026-07-23,2026-07,2026-06,HL,Home Loan
CUST1010480,2026-07-23,2026-07,2026-06,MF,Mutual Fund
CUST1010562,2026-07-23,2026-07,2026-06,SA,Savings Account
CUST1010742,2026-07-23,2026-07,2026-06,CC,Credit Card
CUST1010797,2026-07-23,2026-07,2026-06,PL,Personal Loan
CUST1011105,2026-07-23,2026-07,2026-06,PL,Personal Loan
CUST1011219,2026-07-23,2026-07,2026-06,PL,Personal Loan
CUST1011346,2026-07-23,2026-07,2026-06,PL,Personal Loan
CUST1012092,2026-07-23,2026-07,2026-06,CC,Credit Card
CUST1012234,2026-07-23,2026-07,2026-06,CC,Credit Card
CUST1012265,2026-07-23,2026-07,2026-06,PL,Personal Loan
CUST1012466,2026-07-23,2026-07,2026-06,PL,Personal Loan
CUST1014560,2026-07-23,2026-07,2026-06,MF,Mutual Fund
CUST1014646,2026-07-23,2026-07,2026-06,HL,Home Loan
CUST1014680,2026-07-23,2026-07,2026-06,MF,Mutual Fund
CUST1000455,2026-07-24,2026-07,2026-06,PL,Personal Loan
CUST1000554,2026-07-24,2026-07,2026-06,CC,Credit Card
CUST1000618,2026-07-24,2026-07,2026-06,MF,Mutual Fund
CUST1001044,2026-07-24,2026-07,2026-06,CC,Credit Card
CUST1001580,2026-07-24,2026-07,2026-06,CC,Credit Card
CUST1002253,2026-07-24,2026-07,2026-06,MF,Mutual Fund
CUST1002572,2026-07-24,2026-07,2026-06,CC,Credit Card
CUST1002573,2026-07-24,2026-07,2026-06,MF,Mutual Fund
CUST1002662,2026-07-24,2026-07,2026-06,PL,Personal Loan
CUST1004310,2026-07-24,2026-07,2026-06,PL,Personal Loan
CUST1004622,2026-07-24,2026-07,2026-06,HL,Home Loan
CUST1004674,2026-07-24,2026-07,2026-06,CC,Credit Card
CUST1005459,2026-07-24,2026-07,2026-06,PL,Personal Loan
CUST1005460,2026-07-24,2026-07,2026-06,CC,Credit Card
CUST1005551,2026-07-24,2026-07,2026-06,RD,Recurring Deposit
CUST1005623,2026-07-24,2026-07,2026-06,CC,Credit Card
CUST1006185,2026-07-24,2026-07,2026-06,PL,Personal Loan
CUST1006325,2026-07-24,2026-07,2026-06,RD,Recurring Deposit
CUST1006513,2026-07-24,2026-07,2026-06,MF,Mutual Fund
CUST1007128,2026-07-24,2026-07,2026-06,MF,Mutual Fund
CUST1007839,2026-07-24,2026-07,2026-06,HL,Home Loan
CUST1007883,2026-07-24,2026-07,2026-06,RD,Recurring Deposit
CUST1007996,2026-07-24,2026-07,2026-06,PL,Personal Loan
CUST1008018,2026-07-24,2026-07,2026-06,HL,Home Loan
CUST1008411,2026-07-24,2026-07,2026-06,CC,Credit Card
CUST1009191,2026-07-24,2026-07,2026-06,CC,Credit Card
CUST1009619,2026-07-24,2026-07,2026-06,HL,Home Loan
CUST1010141,2026-07-24,2026-07,2026-06,RD,Recurring Deposit
CUST1010423,2026-07-24,2026-07,2026-06,MF,Mutual Fund
CUST1010536,2026-07-24,2026-07,2026-06,SA,Savings Account
CUST1010980,2026-07-24,2026-07,2026-06,PL,Personal Loan
CUST1011326,2026-07-24,2026-07,2026-06,HL,Home Loan
CUST1011605,2026-07-24,2026-07,2026-06,MF,Mutual Fund
CUST1011779,2026-07-24,2026-07,2026-06,RD,Recurring Deposit
CUST1011956,2026-07-24,2026-07,2026-06,RD,Recurring Deposit
CUST1013936,2026-07-24,2026-07,2026-06,PL,Personal Loan
CUST1014142,2026-07-24,2026-07,2026-06,MF,Mutual Fund
CUST1014151,2026-07-24,2026-07,2026-06,RD,Recurring Deposit
CUST1014285,2026-07-24,2026-07,2026-06,CC,Credit Card
CUST1014794,2026-07-24,2026-07,2026-06,PL,Personal Loan
CUST1000907,2026-07-25,2026-07,2026-06,CC,Credit Card
CUST1001114,2026-07-25,2026-07,2026-06,CC,Credit Card
CUST1001180,2026-07-25,2026-07,2026-06,CC,Credit Card
CUST1001887,2026-07-25,2026-07,2026-06,CC,Credit Card
CUST1002715,2026-07-25,2026-07,2026-06,RD,Recurring Deposit
CUST1003714,2026-07-25,2026-07,2026-06,CC,Credit Card
CUST1003946,2026-07-25,2026-07,2026-06,PL,Personal Loan
CUST1004188,2026-07-25,2026-07,2026-06,MF,Mutual Fund
CUST1005349,2026-07-25,2026-07,2026-06,RD,Recurring Deposit
CUST1005648,2026-07-25,2026-07,2026-06,HL,Home Loan
CUST1005703,2026-07-25,2026-07,2026-06,PL,Personal Loan
CUST1005745,2026-07-25,2026-07,2026-06,HL,Home Loan
CUST1006053,2026-07-25,2026-07,2026-06,RD,Recurring Deposit
CUST1007144,2026-07-25,2026-07,2026-06,PL,Personal Loan
CUST1007560,2026-07-25,2026-07,2026-06,MF,Mutual Fund
CUST1007789,2026-07-25,2026-07,2026-06,PL,Personal Loan
CUST1007951,2026-07-25,2026-07,2026-06,CC,Credit Card
CUST1008467,2026-07-25,2026-07,2026-06,PL,Personal Loan
CUST1009687,2026-07-25,2026-07,2026-06,RD,Recurring Deposit
CUST1010121,2026-07-25,2026-07,2026-06,PL,Personal Loan
CUST1010514,2026-07-25,2026-07,2026-06,CC,Credit Card
CUST1012078,2026-07-25,2026-07,2026-06,RD,Recurring Deposit
CUST1012185,2026-07-25,2026-07,2026-06,PL,Personal Loan
CUST1012815,2026-07-25,2026-07,2026-06,PL,Personal Loan
CUST1012910,2026-07-25,2026-07,2026-06,RD,Recurring Deposit
CUST1013466,2026-07-25,2026-07,2026-06,HL,Home Loan
CUST1013848,2026-07-25,2026-07,2026-06,CC,Credit Card
CUST1013909,2026-07-25,2026-07,2026-06,PL,Personal Loan
CUST1000080,2026-07-26,2026-07,2026-06,CC,Credit Card
CUST1000180,2026-07-26,2026-07,2026-06,HL,Home Loan
CUST1000314,2026-07-26,2026-07,2026-06,CC,Credit Card
CUST1000813,2026-07-26,2026-07,2026-06,PL,Personal Loan
CUST1001053,2026-07-26,2026-07,2026-06,CC,Credit Card
CUST1003125,2026-07-26,2026-07,2026-06,PL,Personal Loan
CUST1003252,2026-07-26,2026-07,2026-06,CC,Credit Card
CUST1003332,2026-07-26,2026-07,2026-06,RD,Recurring Deposit
CUST1004788,2026-07-26,2026-07,2026-06,PL,Personal Loan
CUST1004927,2026-07-26,2026-07,2026-06,PL,Personal Loan
CUST1005775,2026-07-26,2026-07,2026-06,CC,Credit Card
CUST1005813,2026-07-26,2026-07,2026-06,CC,Credit Card
CUST1006073,2026-07-26,2026-07,2026-06,CC,Credit Card
CUST1006240,2026-07-26,2026-07,2026-06,RD,Recurring Deposit
CUST1007340,2026-07-26,2026-07,2026-06,RD,Recurring Deposit
CUST1008022,2026-07-26,2026-07,2026-06,PL,Personal Loan
CUST1008271,2026-07-26,2026-07,2026-06,RD,Recurring Deposit
CUST1008523,2026-07-26,2026-07,2026-06,PL,Personal Loan
CUST1009958,2026-07-26,2026-07,2026-06,PL,Personal Loan
CUST1010011,2026-07-26,2026-07,2026-06,MF,Mutual Fund
CUST1010061,2026-07-26,2026-07,2026-06,RD,Recurring Deposit
CUST1010064,2026-07-26,2026-07,2026-06,MF,Mutual Fund
CUST1010096,2026-07-26,2026-07,2026-06,CC,Credit Card
CUST1010276,2026-07-26,2026-07,2026-06,PL,Personal Loan
CUST1010424,2026-07-26,2026-07,2026-06,CC,Credit Card
CUST1010756,2026-07-26,2026-07,2026-06,RD,Recurring Deposit
CUST1011213,2026-07-26,2026-07,2026-06,PL,Personal Loan
CUST1011257,2026-07-26,2026-07,2026-06,PL,Personal Loan
CUST1011290,2026-07-26,2026-07,2026-06,SA,Savings Account
CUST1011441,2026-07-26,2026-07,2026-06,MF,Mutual Fund
CUST1012082,2026-07-26,2026-07,2026-06,CC,Credit Card
CUST1013020,2026-07-26,2026-07,2026-06,PL,Personal Loan
CUST1013053,2026-07-26,2026-07,2026-06,SA,Savings Account
CUST1013150,2026-07-26,2026-07,2026-06,MF,Mutual Fund
CUST1014183,2026-07-26,2026-07,2026-06,CC,Credit Card
CUST1014717,2026-07-26,2026-07,2026-06,MF,Mutual Fund
CUST1014951,2026-07-26,2026-07,2026-06,CC,Credit Card
CUST1000684,2026-07-27,2026-07,2026-06,CC,Credit Card
CUST1000973,2026-07-27,2026-07,2026-06,PL,Personal Loan
CUST1001151,2026-07-27,2026-07,2026-06,MF,Mutual Fund
CUST1001305,2026-07-27,2026-07,2026-06,PL,Personal Loan
CUST1001427,2026-07-27,2026-07,2026-06,PL,Personal Loan
CUST1001433,2026-07-27,2026-07,2026-06,RD,Recurring Deposit
CUST1001476,2026-07-27,2026-07,2026-06,CC,Credit Card
CUST1001510,2026-07-27,2026-07,2026-06,MF,Mutual Fund
CUST1001562,2026-07-27,2026-07,2026-06,PL,Personal Loan
CUST1001607,2026-07-27,2026-07,2026-06,CC,Credit Card
CUST1002432,2026-07-27,2026-07,2026-06,CC,Credit Card
CUST1002508,2026-07-27,2026-07,2026-06,PL,Personal Loan
CUST1002709,2026-07-27,2026-07,2026-06,RD,Recurring Deposit
CUST1002752,2026-07-27,2026-07,2026-06,SA,Savings Account
CUST1003235,2026-07-27,2026-07,2026-06,CC,Credit Card
CUST1003253,2026-07-27,2026-07,2026-06,RD,Recurring Deposit
CUST1003270,2026-07-27,2026-07,2026-06,MF,Mutual Fund
CUST1003459,2026-07-27,2026-07,2026-06,PL,Personal Loan
CUST1003482,2026-07-27,2026-07,2026-06,PL,Personal Loan
CUST1004619,2026-07-27,2026-07,2026-06,CC,Credit Card
CUST1004668,2026-07-27,2026-07,2026-06,CC,Credit Card
CUST1004857,2026-07-27,2026-07,2026-06,CC,Credit Card
CUST1005061,2026-07-27,2026-07,2026-06,RD,Recurring Deposit
CUST1005167,2026-07-27,2026-07,2026-06,CC,Credit Card
CUST1006210,2026-07-27,2026-07,2026-06,PL,Personal Loan
CUST1006214,2026-07-27,2026-07,2026-06,PL,Personal Loan
CUST1006493,2026-07-27,2026-07,2026-06,MF,Mutual Fund
CUST1006668,2026-07-27,2026-07,2026-06,CC,Credit Card
CUST1007295,2026-07-27,2026-07,2026-06,PL,Personal Loan
CUST1008094,2026-07-27,2026-07,2026-06,CC,Credit Card
CUST1008886,2026-07-27,2026-07,2026-06,MF,Mutual Fund
CUST1009020,2026-07-27,2026-07,2026-06,CC,Credit Card
CUST1009266,2026-07-27,2026-07,2026-06,CC,Credit Card
CUST1009343,2026-07-27,2026-07,2026-06,PL,Personal Loan
CUST1010013,2026-07-27,2026-07,2026-06,CC,Credit Card
CUST1010315,2026-07-27,2026-07,2026-06,CC,Credit Card
CUST1010929,2026-07-27,2026-07,2026-06,RD,Recurring Deposit
CUST1011190,2026-07-27,2026-07,2026-06,RD,Recurring Deposit
CUST1011672,2026-07-27,2026-07,2026-06,CC,Credit Card
CUST1012977,2026-07-27,2026-07,2026-06,PL,Personal Loan
CUST1013029,2026-07-27,2026-07,2026-06,CC,Credit Card
CUST1013307,2026-07-27,2026-07,2026-06,PL,Personal Loan
CUST1013544,2026-07-27,2026-07,2026-06,HL,Home Loan
CUST1014816,2026-07-27,2026-07,2026-06,CC,Credit Card
CUST1014830,2026-07-27,2026-07,2026-06,CC,Credit Card
CUST1000194,2026-07-28,2026-07,2026-06,HL,Home Loan
CUST1000230,2026-07-28,2026-07,2026-06,CC,Credit Card
CUST1000863,2026-07-28,2026-07,2026-06,RD,Recurring Deposit
CUST1000922,2026-07-28,2026-07,2026-06,MF,Mutual Fund
CUST1001769,2026-07-28,2026-07,2026-06,CC,Credit Card
CUST1002017,2026-07-28,2026-07,2026-06,SA,Savings Account
CUST1002190,2026-07-28,2026-07,2026-06,CC,Credit Card
CUST1002246,2026-07-28,2026-07,2026-06,MF,Mutual Fund
CUST1003070,2026-07-28,2026-07,2026-06,MF,Mutual Fund
CUST1003090,2026-07-28,2026-07,2026-06,RD,Recurring Deposit
CUST1003176,2026-07-28,2026-07,2026-06,PL,Personal Loan
CUST1003736,2026-07-28,2026-07,2026-06,RD,Recurring Deposit
CUST1003784,2026-07-28,2026-07,2026-06,RD,Recurring Deposit
CUST1004231,2026-07-28,2026-07,2026-06,RD,Recurring Deposit
CUST1004290,2026-07-28,2026-07,2026-06,PL,Personal Loan
CUST1004688,2026-07-28,2026-07,2026-06,RD,Recurring Deposit
CUST1004805,2026-07-28,2026-07,2026-06,MF,Mutual Fund
CUST1005053,2026-07-28,2026-07,2026-06,PL,Personal Loan
CUST1005166,2026-07-28,2026-07,2026-06,MF,Mutual Fund
CUST1005391,2026-07-28,2026-07,2026-06,CC,Credit Card
CUST1006270,2026-07-28,2026-07,2026-06,CC,Credit Card
CUST1006434,2026-07-28,2026-07,2026-06,PL,Personal Loan
CUST1006533,2026-07-28,2026-07,2026-06,PL,Personal Loan
CUST1007164,2026-07-28,2026-07,2026-06,MF,Mutual Fund
CUST1007433,2026-07-28,2026-07,2026-06,RD,Recurring Deposit
CUST1007709,2026-07-28,2026-07,2026-06,RD,Recurring Deposit
CUST1007817,2026-07-28,2026-07,2026-06,MF,Mutual Fund
CUST1008066,2026-07-28,2026-07,2026-06,CC,Credit Card
CUST1008529,2026-07-28,2026-07,2026-06,PL,Personal Loan
CUST1008764,2026-07-28,2026-07,2026-06,PL,Personal Loan
CUST1008998,2026-07-28,2026-07,2026-06,CC,Credit Card
CUST1009257,2026-07-28,2026-07,2026-06,PL,Personal Loan
CUST1009414,2026-07-28,2026-07,2026-06,MF,Mutual Fund
CUST1009540,2026-07-28,2026-07,2026-06,RD,Recurring Deposit
CUST1009989,2026-07-28,2026-07,2026-06,MF,Mutual Fund
CUST1010030,2026-07-28,2026-07,2026-06,HL,Home Loan
CUST1010065,2026-07-28,2026-07,2026-06,CC,Credit Card
CUST1010505,2026-07-28,2026-07,2026-06,MF,Mutual Fund
CUST1010532,2026-07-28,2026-07,2026-06,CC,Credit Card
CUST1010554,2026-07-28,2026-07,2026-06,PL,Personal Loan
CUST1010618,2026-07-28,2026-07,2026-06,MF,Mutual Fund
CUST1010758,2026-07-28,2026-07,2026-06,RD,Recurring Deposit
CUST1011264,2026-07-28,2026-07,2026-06,RD,Recurring Deposit
CUST1011595,2026-07-28,2026-07,2026-06,RD,Recurring Deposit
CUST1011929,2026-07-28,2026-07,2026-06,CC,Credit Card
CUST1012745,2026-07-28,2026-07,2026-06,CC,Credit Card
CUST1014284,2026-07-28,2026-07,2026-06,CC,Credit Card
CUST1014330,2026-07-28,2026-07,2026-06,CC,Credit Card
CUST1014340,2026-07-28,2026-07,2026-06,SA,Savings Account
CUST1014419,2026-07-28,2026-07,2026-06,CC,Credit Card
