dataset,cluster_id,feature_type,feature,mean,min,p25,median,p75,max,mode_or_top_value,top_value_share,dataset_role,source_label,note,raw_customer_count
Syn_02,2,numeric,txn_99% value,3566.334818383659,0.0,0.0,0.0,0.0,119375.8,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,2,numeric,txn_Average ticket size,5148.720638987566,0.0,0.0,0.0,0.0,173894.17,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,2,numeric,txn_Avg monthly balance proxy (sn),651561.4820026644,14464.0,181954.0,396812.0,842394.75,25697083.0,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,2,numeric,txn_Count,2.499422735346359,0.0,0.0,0.0,0.0,40.0,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,2,numeric,txn_Days since last txn (sn),768.3757104795737,6.0,999.0,999.0,999.0,999.0,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,2,numeric,txn_MCC diversity count (sn),0.574911190053286,0.0,0.0,0.0,0.0,8.0,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,2,numeric,txn_Most common MCC (sn),1329.767051509769,0.0,0.0,0.0,0.0,8299.0,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,2,numeric,txn_Total credit amount (sn),78650.10393605684,0.0,0.0,0.0,0.0,3565190.38,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,2,numeric,txn_Total debit amount (sn),31246.661834813494,0.0,0.0,0.0,0.0,1550838.76,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,2,numeric,txn_UPI txn count (sn),0.4892095914742451,0.0,0.0,0.0,0.0,11.0,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,2,product_holding_rate,CC,0.3651865008880994,0.0,0.0,0.0,1.0,1.0,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,2,product_holding_rate,HL,0.0571492007104795,0.0,0.0,0.0,0.0,1.0,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,2,product_holding_rate,MF,0.1955150976909414,0.0,0.0,0.0,0.0,1.0,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,2,product_holding_rate,PL,0.2043072824156305,0.0,0.0,0.0,0.0,1.0,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,2,product_holding_rate,RD,0.1423623445825932,0.0,0.0,0.0,0.0,1.0,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,2,product_holding_rate,SA,0.941785079928952,0.0,1.0,1.0,1.0,1.0,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,3,categorical,City,,,,,,,Indore,0.0692448392997125,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,3,categorical,Gender,,,,,,,M,0.5186394913335075,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,3,categorical,Income band (sn),,,,,,,HNI,0.9221322184478704,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,3,categorical,Lifestage,,,,,,,Married_kids,0.4441250762128734,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,3,categorical,Occupation,,,,,,,SAL,0.4833202682693145,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,3,categorical,Persona,,,,,,,Mass_Affluent-Investor,0.4946868739656824,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,3,categorical,Preferred channel (sn),,,,,,,Mobile App,0.4155996864384635,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,3,categorical,Tier Map,,,,,,,Tier 2,0.4568852887379148,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,3,numeric,Age,42.4240048776239,21.0,36.0,42.0,48.0,78.0,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,3,numeric,Campaign exposure count 90D (sn),1.5279592370002613,0.0,1.0,1.0,2.0,9.0,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,3,numeric,Days since last login (sn),63.773843741834334,12.0,45.0,61.0,79.0,180.0,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,3,numeric,Mobile no.,7965116449.564672,6000098853.0,6960393437.75,7942895549.5,8959021190.5,9999404105.0,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,3,numeric,Monthly income proxy (sn),499996.7686177162,135227.0,360646.0,452786.0,585486.75,3982322.0,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,3,numeric,Products ignored count 90D (sn),0.7717968818047208,0.0,0.0,1.0,1.0,6.0,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,3,numeric,Risk profile score,837.297230206428,590.0,799.0,844.0,890.0,900.0,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,3,numeric,digital_Days since last login (sn),63.773843741834334,12.0,45.0,61.0,79.0,180.0,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,3,numeric,digital_Login count 30D (sn),8.738829370263915,0.0,1.0,8.0,14.0,34.0,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,3,numeric,digital_Login count 90D (sn),32.44739134221758,0.0,14.0,32.0,48.0,95.0,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,3,numeric,digital_Preferred login hour (sn),11.4350230816131,0.0,6.0,11.0,17.0,23.0,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,3,numeric,txn_99% value,209140.03569114188,6392.47,117690.725,178354.26,263300.7475,2128473.65,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,3,numeric,txn_Average ticket size,296992.7196231771,9241.89,182195.58,261670.17,371146.4475,3339041.4,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,3,numeric,txn_Avg monthly balance proxy (sn),2392189.443555004,427209.0,1466944.5,2103176.5,2968298.0,26487578.0,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,3,numeric,txn_Count,41.84078041982406,5.0,36.0,42.0,48.0,84.0,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,3,numeric,txn_Days since last txn (sn),9.01916209389426,3.0,6.0,8.0,11.0,51.0,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,3,numeric,txn_MCC diversity count (sn),7.173765351450222,1.0,5.0,7.0,9.0,11.0,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,3,numeric,txn_Most common MCC (sn),5861.242139186482,4111.0,5411.0,5812.0,6011.0,8299.0,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,3,numeric,txn_Total credit amount (sn),14620600.260195976,635216.2,6290326.119999999,10873171.5,18395847.41,206402865.35,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,3,numeric,txn_Total debit amount (sn),6939092.51456624,139029.64,3545306.89,5606368.47,8713700.477500001,95440064.42,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,3,numeric,txn_UPI txn count (sn),8.385550039195191,0.0,5.0,8.0,11.0,31.0,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,3,product_holding_rate,CC,0.6407107394826235,0.0,0.0,1.0,1.0,1.0,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,3,product_holding_rate,HL,0.1559533141712394,0.0,0.0,0.0,0.0,1.0,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,3,product_holding_rate,MF,0.571596550823099,0.0,0.0,1.0,1.0,1.0,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,3,product_holding_rate,PL,0.161309990418953,0.0,0.0,0.0,0.0,1.0,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,3,product_holding_rate,RD,0.2003745318352059,0.0,0.0,0.0,0.0,1.0,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,3,product_holding_rate,SA,0.9633742705339255,0.0,1.0,1.0,1.0,1.0,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,4,categorical,City,,,,,,,Surat,0.0691581393049582,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,4,categorical,Gender,,,,,,,M,0.5199960452815265,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,4,categorical,Income band (sn),,,,,,,Affluent,0.7707251965000742,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,4,categorical,Lifestage,,,,,,,Pre_retirement,0.5442186959315833,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,4,categorical,Occupation,,,,,,,SAL,0.3551337189183845,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,4,categorical,Persona,,,,,,,Value_Seeker-Family,0.3268080478520935,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,4,categorical,Preferred channel (sn),,,,,,,Branch,0.3832616540610015,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,4,categorical,Tier Map,,,,,,,Tier 2,0.4599831924464877,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,4,numeric,Age,52.154332888427504,22.0,48.0,52.0,57.0,78.0,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,4,numeric,Campaign exposure count 90D (sn),1.7265806515398685,0.0,1.0,2.0,3.0,9.0,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,4,numeric,Days since last login (sn),103.52676850066736,41.0,89.0,101.0,114.0,180.0,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,4,numeric,Mobile no.,7751181484.898908,6000028940.0,6774470118.0,7644214496.0,8659946817.0,9999864743.0,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,4,numeric,Monthly income proxy (sn),238345.1699540264,47363.0,168449.0,224420.0,280214.0,3573901.0,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,4,numeric,Products ignored count 90D (sn),0.8696920262988779,0.0,0.0,1.0,1.0,7.0,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,4,numeric,Risk profile score,760.3202827623709,513.0,714.0,760.0,806.0,900.0,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,4,numeric,digital_Days since last login (sn),103.52676850066736,41.0,89.0,101.0,114.0,180.0,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,4,numeric,digital_Login count 30D (sn),0.5606802115774383,0.0,0.0,0.0,0.0,19.0,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,4,numeric,digital_Login count 90D (sn),7.696673093084186,0.0,2.0,6.0,11.0,59.0,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,4,numeric,digital_Preferred login hour (sn),11.51890849770132,0.0,6.0,12.0,17.0,23.0,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,4,numeric,txn_99% value,55170.3317954422,0.0,18564.81,44132.01,80488.82,1354801.82,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,4,numeric,txn_Average ticket size,79010.12915900888,0.0,28202.23,66879.59,116937.16,1467222.497461359,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,4,numeric,txn_Avg monthly balance proxy (sn),959311.6364229572,72203.0,524985.0,806548.0,1225426.0,21323899.0,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,4,numeric,txn_Count,26.332196351772208,0.0,18.0,28.0,36.0,73.0,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,4,numeric,txn_Days since last txn (sn),115.75001235849524,3.0,10.0,13.0,18.0,999.0,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,4,numeric,txn_MCC diversity count (sn),4.790894260714816,0.0,3.0,5.0,7.0,11.0,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,4,numeric,txn_Most common MCC (sn),5248.417816006723,0.0,4900.0,5732.0,6011.0,8299.0,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,4,numeric,txn_Total credit amount (sn),2788782.634296802,0.0,709629.71,1762533.08,3760191.39,73547339.72,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,4,numeric,txn_Total debit amount (sn),1310672.4864244403,0.0,317411.66,894773.98,1871965.78,42176814.92,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,4,numeric,txn_UPI txn count (sn),2.6040338128429483,0.0,1.0,2.0,4.0,22.0,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,4,product_holding_rate,CC,0.3530080577388897,0.0,0.0,0.0,1.0,1.0,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,4,product_holding_rate,HL,0.0791438034504918,0.0,0.0,0.0,0.0,1.0,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,4,product_holding_rate,MF,0.2493449997528301,0.0,0.0,0.0,0.0,1.0,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,4,product_holding_rate,PL,0.13070344554847,0.0,0.0,0.0,0.0,1.0,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,4,product_holding_rate,RD,0.3634880616936082,0.0,0.0,0.0,1.0,1.0,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,4,product_holding_rate,SA,0.9507637550051906,0.0,1.0,1.0,1.0,1.0,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,5,categorical,City,,,,,,,Surat,0.0727573964497041,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,5,categorical,Gender,,,,,,,M,0.5240710059171597,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,5,categorical,Income band (sn),,,,,,,Affluent,0.6750769230769231,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,5,categorical,Lifestage,,,,,,,Single,0.3934674556213017,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,5,categorical,Occupation,,,,,,,SAL,0.6462958579881657,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,5,categorical,Persona,,,,,,,Young_Professional-Salaried,0.5850414201183431,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,5,categorical,Preferred channel (sn),,,,,,,Mobile App,0.5254437869822485,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,5,categorical,Tier Map,,,,,,,Tier 2,0.4600236686390532,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,5,numeric,Age,29.46968047337278,21.0,25.0,29.0,33.0,56.0,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,5,numeric,Campaign exposure count 90D (sn),1.5249704142011835,0.0,1.0,1.0,2.0,9.0,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,5,numeric,Days since last login (sn),37.78073372781065,11.0,28.0,36.0,46.0,114.0,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,5,numeric,Mobile no.,7983505565.597113,6000269097.0,6976926955.0,7964093947.0,8984591095.0,9999647060.0,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,5,numeric,Monthly income proxy (sn),178839.25983431953,15103.0,111640.0,178160.0,241905.0,819463.0,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,5,numeric,Products ignored count 90D (sn),0.757301775147929,0.0,0.0,1.0,1.0,6.0,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,5,numeric,Risk profile score,742.3637869822485,410.0,692.0,746.0,797.0,900.0,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,5,numeric,digital_Days since last login (sn),37.78073372781065,11.0,28.0,36.0,46.0,114.0,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,5,numeric,digital_Login count 30D (sn),17.419360946745563,0.0,14.0,18.0,21.0,36.0,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,5,numeric,digital_Login count 90D (sn),57.13931360946746,0.0,48.0,57.0,67.0,95.0,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,5,numeric,digital_Preferred login hour (sn),11.565254437869822,0.0,6.0,12.0,18.0,23.0,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,5,numeric,txn_99% value,50458.53145467456,0.0,17127.46,38050.13,72031.47,1173719.84,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,5,numeric,txn_Average ticket size,72458.2379037954,0.0,25827.53,56421.97,105897.66,1236242.4738663095,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,5,numeric,txn_Avg monthly balance proxy (sn),694449.6168975148,16083.0,334138.0,588662.0,950915.0,8836471.61,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,5,numeric,txn_Count,27.673940828402365,0.0,19.0,28.0,36.0,70.0,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,5,numeric,txn_Days since last txn (sn),14.659597633136094,3.0,10.0,13.0,17.0,999.0,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,5,numeric,txn_MCC diversity count (sn),5.097041420118344,0.0,3.0,5.0,7.0,11.0,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,5,numeric,txn_Most common MCC (sn),5873.619597633136,0.0,5411.0,5812.0,6011.0,8299.0,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,5,numeric,txn_Total credit amount (sn),2556804.8063521893,0.0,606270.17,1475159.89,3354279.33,55789881.79,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,5,numeric,txn_Total debit amount (sn),1203544.53835929,0.0,274865.68,740686.49,1700618.82,22971771.61,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,5,numeric,txn_UPI txn count (sn),7.361325443786982,0.0,4.0,7.0,10.0,28.0,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,5,product_holding_rate,CC,0.4171834319526627,0.0,0.0,0.0,1.0,1.0,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,5,product_holding_rate,HL,0.0376331360946745,0.0,0.0,0.0,0.0,1.0,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,5,product_holding_rate,MF,0.1857988165680473,0.0,0.0,0.0,0.0,1.0,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,5,product_holding_rate,PL,0.2418934911242603,0.0,0.0,0.0,0.0,1.0,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,5,product_holding_rate,RD,0.0915029585798816,0.0,0.0,0.0,0.0,1.0,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_02,5,product_holding_rate,SA,0.946224852071006,0.0,1.0,1.0,1.0,1.0,,,Large synthetic iteration 2,LLM synthetic dataset 2,Generated larger synthetic dataset.,135640
Syn_03,0,categorical,City,,,,,,,Hyderabad,0.0805500982318271,Original 15k baseline,Original 15k dataset copied into Syn_03,"Grok was not able to generate a good synthetic dataset for this iteration, so I copied the original 15k dataset into Syn_03.",15000
Syn_03,0,categorical,Gender,,,,,,,M,0.5402750491159135,Original 15k baseline,Original 15k dataset copied into Syn_03,"Grok was not able to generate a good synthetic dataset for this iteration, so I copied the original 15k dataset into Syn_03.",15000
Syn_03,0,categorical,Income band (sn),,,,,,,Affluent,0.6954813359528488,Original 15k baseline,Original 15k dataset copied into Syn_03,"Grok was not able to generate a good synthetic dataset for this iteration, so I copied the original 15k dataset into Syn_03.",15000
Syn_03,0,categorical,Lifestage,,,,,,,Single,0.4720039292730845,Original 15k baseline,Original 15k dataset copied into Syn_03,"Grok was not able to generate a good synthetic dataset for this iteration, so I copied the original 15k dataset into Syn_03.",15000
Syn_03,0,categorical,Occupation,,,,,,,SAL,0.6556974459724951,Original 15k baseline,Original 15k dataset copied into Syn_03,"Grok was not able to generate a good synthetic dataset for this iteration, so I copied the original 15k dataset into Syn_03.",15000
Syn_03,0,categorical,Persona,,,,,,,Young_Professional-Salaried,0.4223968565815324,Original 15k baseline,Original 15k dataset copied into Syn_03,"Grok was not able to generate a good synthetic dataset for this iteration, so I copied the original 15k dataset into Syn_03.",15000
Syn_03,0,categorical,Preferred channel (sn),,,,,,,Mobile App,0.6011787819253438,Original 15k baseline,Original 15k dataset copied into Syn_03,"Grok was not able to generate a good synthetic dataset for this iteration, so I copied the original 15k dataset into Syn_03.",15000
Syn_03,0,categorical,Tier Map,,,,,,,Metro,0.3664047151277014,Original 15k baseline,Original 15k dataset copied into Syn_03,"Grok was not able to generate a good synthetic dataset for this iteration, so I copied the original 15k dataset into Syn_03.",15000
Syn_03,0,numeric,Age,25.43614931237721,18.0,19.0,25.0,29.0,56.0,,,Original 15k baseline,Original 15k dataset copied into Syn_03,"Grok was not able to generate a good synthetic dataset for this iteration, so I copied the original 15k dataset into Syn_03.",15000
Syn_03,0,numeric,Campaign exposure count 90D (sn),2.1984282907662083,0.0,1.0,2.0,3.0,5.0,,,Original 15k baseline,Original 15k dataset copied into Syn_03,"Grok was not able to generate a good synthetic dataset for this iteration, so I copied the original 15k dataset into Syn_03.",15000
Syn_03,0,numeric,Days since last login (sn),17.69499017681729,0.0,5.0,12.0,24.0,170.0,,,Original 15k baseline,Original 15k dataset copied into Syn_03,"Grok was not able to generate a good synthetic dataset for this iteration, so I copied the original 15k dataset into Syn_03.",15000
Syn_03,0,numeric,Mobile no.,9467623319.83055,9001623233.0,9212992890.0,9455621242.5,9717733452.75,9999593930.0,,,Original 15k baseline,Original 15k dataset copied into Syn_03,"Grok was not able to generate a good synthetic dataset for this iteration, so I copied the original 15k dataset into Syn_03.",15000
Syn_03,0,numeric,Monthly income proxy (sn),180545.1645383104,15089.0,123480.0,180068.0,233257.0,643743.0,,,Original 15k baseline,Original 15k dataset copied into Syn_03,"Grok was not able to generate a good synthetic dataset for this iteration, so I copied the original 15k dataset into Syn_03.",15000
Syn_03,0,numeric,Products ignored count 90D (sn),1.1468565815324163,0.0,0.0,1.0,2.0,5.0,,,Original 15k baseline,Original 15k dataset copied into Syn_03,"Grok was not able to generate a good synthetic dataset for this iteration, so I copied the original 15k dataset into Syn_03.",15000
Syn_03,0,numeric,Risk profile score,717.6213163064833,470.0,665.0,719.0,769.25,900.0,,,Original 15k baseline,Original 15k dataset copied into Syn_03,"Grok was not able to generate a good synthetic dataset for this iteration, so I copied the original 15k dataset into Syn_03.",15000
Syn_03,0,numeric,digital_Days since last login (sn),17.69499017681729,0.0,5.0,12.0,24.0,170.0,,,Original 15k baseline,Original 15k dataset copied into Syn_03,"Grok was not able to generate a good synthetic dataset for this iteration, so I copied the original 15k dataset into Syn_03.",15000
Syn_03,0,numeric,digital_Login count 30D (sn),13.3614931237721,0.0,8.0,14.0,19.0,38.0,,,Original 15k baseline,Original 15k dataset copied into Syn_03,"Grok was not able to generate a good synthetic dataset for this iteration, so I copied the original 15k dataset into Syn_03.",15000
Syn_03,0,numeric,digital_Login count 90D (sn),42.6409626719057,0.0,33.0,42.0,53.0,95.0,,,Original 15k baseline,Original 15k dataset copied into Syn_03,"Grok was not able to generate a good synthetic dataset for this iteration, so I copied the original 15k dataset into Syn_03.",15000
Syn_03,0,numeric,digital_Preferred login hour (sn),19.11493123772102,3.0,17.0,20.0,22.0,23.0,,,Original 15k baseline,Original 15k dataset copied into Syn_03,"Grok was not able to generate a good synthetic dataset for this iteration, so I copied the original 15k dataset into Syn_03.",15000
Syn_03,0,numeric,txn_99% value,12430.050559921416,0.0,2499.2925,4651.764999999999,8390.74,338281.29,,,Original 15k baseline,Original 15k dataset copied into Syn_03,"Grok was not able to generate a good synthetic dataset for this iteration, so I copied the original 15k dataset into Syn_03.",15000
Syn_03,0,numeric,txn_Average ticket size,15559.47655206287,156.74,2747.9875,5336.56,19445.335,336707.57,,,Original 15k baseline,Original 15k dataset copied into Syn_03,"Grok was not able to generate a good synthetic dataset for this iteration, so I copied the original 15k dataset into Syn_03.",15000
